rank,candidate_id,title,year,authors,venue,doi,arxiv_id,pmid,pmcid,providers,provider_ids,seed_ids,dataset_names,directions,is_open_access,landing_url,pdf_url,abstract
501,doi:10.1177/001316446002000104,A Coefficient of Agreement for Nominal Scales,1960,Jacob Cohen,Educational and Psychological Measurement,10.1177/001316446002000104,,,,openalex,openalex:W2053154970,P007,BAWSeg,backward_reference,False,https://doi.org/10.1177/001316446002000104,,
502,doi:10.1111/j.2517-6161.1958.tb00292.x,The Regression Analysis of Binary Sequences,1958,D. R. Cox,Journal of the Royal Statistical Society Series B (Statistical Methodology),10.1111/j.2517-6161.1958.tb00292.x,,,,openalex; semantic_scholar,openalex:W2903950532; semantic_scholar:7bd431157c5c5af038df34b8c28cc793cecdbb77,P012,MFWD,backward_reference,False,https://www.semanticscholar.org/paper/7bd431157c5c5af038df34b8c28cc793cecdbb77,,"Summary A sequence of 0’s and 1’s is observed and it is suspected that the chance that a particular trial is a 1 depends on the value of one or more independent variables. Tests and estimates for such situations are considered, dealing first with problems in which the independent variable is preassigned and then with independent variables that are functions of the sequence. There is a considerable amount of earlier work, which is reviewed."
503,titleyear:uber den lichtfaktor in den pflanzengesellschaften und seine bedeutung fur die stoffproduktion:1953,Uber den Lichtfaktor in den Pflanzengesellschaften und seine Bedeutung fur die Stoffproduktion,1953,M. Monsi,,,,,,semantic_scholar,semantic_scholar:1ae83416e1807c94e4d7e0ce5928f472974d6ae1,P005,Horti-M3-Tomato,backward_reference,False,https://www.semanticscholar.org/paper/1ae83416e1807c94e4d7e0ce5928f472974d6ae1,,
504,titleyear:a plant image dataset with high label ambiguity and a:,: a plant image dataset with high label ambiguity and a,,,Pl@ntNet-300K,,,,,semantic_scholar,,P012,MFWD,backward_reference,,,,
505,titleyear:tomatodiff on plant tomato segmentation with diffusion models:,TomatoDIFF: on-plant tomato segmentation with diffusion models,,,P roceedings of the 18th International Conference on Machine Vision and Applications (MVA),,,,,semantic_scholar,,P005,Horti-M3-Tomato,backward_reference,,,,
506,doi:10.1161/circresaha.114.303819,Reproducibility in Science: Improving the Standard for Basic and Preclinical Research,2015,C. Begley; J. Ioannidis,Circulation Research,10.1161/circresaha.114.303819,,25552691,,semantic_scholar,semantic_scholar:49ae9744b2520f0cae3ccd0afeb5da303b2b8654,P002,TomatoMAP,backward_reference,True,https://www.semanticscholar.org/paper/49ae9744b2520f0cae3ccd0afeb5da303b2b8654,https://www.ahajournals.org/doi/pdf/10.1161/CIRCRESAHA.114.303819,
507,doi:10.1111/mpp.12618,A review of wheat diseases-a field perspective.,2017,Melania Figueroa; K. E. Hammond‐Kosack; Peter S. Solomon,Molecular Plant Pathology,10.1111/mpp.12618,,29045052,,openalex; semantic_scholar,openalex:W2765671382; semantic_scholar:159ccfc9846f5fea0d18e465af8b584dfcbcf559,P011,PlantSeg,backward_reference,True,https://www.semanticscholar.org/paper/159ccfc9846f5fea0d18e465af8b584dfcbcf559,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mpp.12618,"Wheat is one of the primary staple foods throughout the planet. Significant yield gains in wheat production over the past 40 years have resulted in a steady balance of supply versus demand. However, predicted global population growth rates and dietary changes mean that substantial yield gains over the next several decades will be needed to meet this escalating demand. A key component to meeting this challenge is better management of fungal incited diseases, which can be responsible for 15%-20% yield losses per annum. Prominent diseases of wheat that currently contribute to these losses include the rusts, blotches and head blight/scab. Other recently emerged or relatively unnoticed diseases, such as wheat blast and spot blotch, respectively, also threaten grain production. This review seeks to provide an overview of the impact, distribution and management strategies of these diseases. In addition, the biology of the pathogens and the molecular basis of their interaction with wheat are discussed."
508,doi:10.1145/3343440,A Systematic Review on Imbalanced Data Challenges in Machine Learning,2019,Harsurinder Kaur; Husanbir Singh Pannu; Avleen Malhi,ACM Computing Surveys,10.1145/3343440,,,,openalex; semantic_scholar,openalex:W2971644666; semantic_scholar:7ac8f533a18f584387dd412a0a27feb9af1c5c93,P012,MFWD,backward_reference,False,https://www.semanticscholar.org/paper/7ac8f533a18f584387dd412a0a27feb9af1c5c93,,"In machine learning, the data imbalance imposes challenges to perform data analytics in almost all areas of real-world research. The raw primary data often suffers from the skewed perspective of data distribution of one class over the other as in the case of computer vision, information security, marketing, and medical science. The goal of this article is to present a comparative analysis of the approaches from the reference of data pre-processing, algorithmic and hybrid paradigms for contemporary imbalance data analysis techniques, and their comparative study in lieu of different data distribution and their application areas."
509,doi:10.3115/1072064.1072067,MUC-4 evaluation metrics,1992,Nancy A. Chinchor,Message Understanding Conference,10.3115/1072064.1072067,,,,openalex; semantic_scholar,openalex:W2155524176; semantic_scholar:3dcda1bec36586b46b1dc67a477beca2c5a105be,P012,MFWD,backward_reference,True,https://www.semanticscholar.org/paper/3dcda1bec36586b46b1dc67a477beca2c5a105be,https://dl.acm.org/doi/pdf/10.3115/1072064.1072067,"The MUC-4 evaluation metrics measure the performance of the message understanding systems. This paper describes the scoring algorithms used to arrive at the metrics as well as the improvements that were made to the MUC-3 methods. MUC-4 evaluation metrics were stricter than those used in MUC-3. Given the differences in scoring between MUC-3 and MUC-4, the MUC-4 systems' scores represent a larger improvement over MUC-3 performance than the numbers themselves suggest."
510,doi:10.1109/cvpr52729.2023.01145,DisWOT: Student Architecture Search for Distillation WithOut Training,2023,Peijie Dong; Lujun Li; Zimian Wei,,10.1109/cvpr52729.2023.01145,,,,openalex,openalex:W4386071640,P004,MFO / Modern Fruit Orchards,backward_reference,False,https://doi.org/10.1109/cvpr52729.2023.01145,,"Knowledge distillation (KD) is an effective training strategy to improve the lightweight student models under the guidance of cumbersome teachers. However, the large architecture difference across the teacher-student pairs limits the distillation gains. In contrast to previous adaptive distillation methods to reduce the teacher-student gap, we explore a novel training-free framework to search for the best student architectures for a given teacher. Our work first empirically show that the optimal model under vanilla training cannot be the winner in distillation. Secondly, we find that the similarity of feature semantics and sample relations between random-initialized teacher-student networks have good correlations with final distillation performances. Thus, we efficiently measure similarity matrixs conditioned on the semantic activation maps to select the optimal student via an evolutionary algorithm without any training. In this way, our student architecture search for Distillation WithOut Training (DisWOT) significantly improves the performance of the model in the distillation stage with at least 180 × training acceleration. Additionally, we extend similarity metrics in DisWOT as new distillers and KD-based zero-proxies. Our experiments on CIFAR, ImageNet and NAS-Bench-201 demonstrate that our technique achieves state-of-the-art results on different search spaces. Our project and code are available at https://lilujunai.github.io/DisWot-CvpR20231."
