screening_id,candidate_id,rank,title,decision,decision_confidence,reason_code,reason_note,likely_paper_type,likely_dataset_relationship,named_datasets,agricultural_domain,vision_task,modalities,relevance_yes,relevance_unclear,abstract_available,full_text_available,identity_status,reviewer,model,protocol_version,screened_at,batch_id,source_queue_sha256,supersedes_screening_id,notes
TA_R0501,doi:10.1177/001316446002000104,501,A Coefficient of Agreement for Nominal Scales,,,,,,,,,,,,,no,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B027,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0502,doi:10.1111/j.2517-6161.1958.tb00292.x,502,The Regression Analysis of Binary Sequences,,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B027,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0503,titleyear:uber den lichtfaktor in den pflanzengesellschaften und seine bedeutung fur die stoffproduktion:1953,503,Uber den Lichtfaktor in den Pflanzengesellschaften und seine Bedeutung fur die Stoffproduktion,,,,,,,,,,,,,no,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B027,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0504,titleyear:a plant image dataset with high label ambiguity and a:,504,: a plant image dataset with high label ambiguity and a,,,,,,,,,,,,,no,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B027,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0505,titleyear:tomatodiff on plant tomato segmentation with diffusion models:,505,TomatoDIFF: on-plant tomato segmentation with diffusion models,,,,,,,,,,,,,no,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B027,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0506,doi:10.1161/circresaha.114.303819,506,Reproducibility in Science: Improving the Standard for Basic and Preclinical Research,,,,,,,,,,,,,no,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B027,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0507,doi:10.1111/mpp.12618,507,A review of wheat diseases-a field perspective.,,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B027,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0508,doi:10.1145/3343440,508,A Systematic Review on Imbalanced Data Challenges in Machine Learning,,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B027,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0509,doi:10.3115/1072064.1072067,509,MUC-4 evaluation metrics,,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B027,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0510,doi:10.1109/cvpr52729.2023.01145,510,DisWOT: Student Architecture Search for Distillation WithOut Training,,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B027,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
