rank,candidate_id,title,year,authors,venue,doi,arxiv_id,pmid,pmcid,providers,provider_ids,seed_ids,dataset_names,directions,is_open_access,landing_url,pdf_url,abstract
541,titleyear:agisoft metashape professional version 2 0:,Agisoft Metashape Professional (Version 2.0),,,Software,,,,,semantic_scholar,,P013,TomatoPGT ecosystem,backward_reference,,,,
542,titleyear:assign edge type by traversing all nodes with the root as starting point:,Assign edge type by traversing all nodes with the root as starting point,,,,,,,,semantic_scholar,,P009,TomatoWUR,backward_reference,,,,
543,titleyear:clearml:,ClearML,,,Software,,,,,semantic_scholar,,P008,SoyCotton,backward_reference,,,,
544,titleyear:cluster points into groups of bins by shortest distance from root to point:,Cluster points into groups of bins by shortest distance from root to point,,,,,,,,semantic_scholar,,P009,TomatoWUR,backward_reference,,,,
545,titleyear:como manejar as tigueras no algodoeiro 2023:,Como manejar as tigueras no algodoeiro (2023),,,,,,,,semantic_scholar,,P008,SoyCotton,backward_reference,,,,
546,titleyear:computer vision annotation tool cvat:,Computer vision annotation tool (cvat),,,,,,,,semantic_scholar,,P008,SoyCotton,backward_reference,,,,
547,titleyear:create nodes by calculating centroid of points and create edges by connecting adjacent bins again using dijkstra algorithm:,Create nodes by calculating centroid of points and create edges by connecting adjacent bins again using Dijkstra algorithm,,,,,,,,semantic_scholar,,P009,TomatoWUR,backward_reference,,,,
548,titleyear:data curation validation writing j n:,"Data Curation, Validation, Writing - J.N.",,,,,,,,semantic_scholar,,P008,SoyCotton,backward_reference,,,,
549,titleyear:estimating leaf nitrogen accumulation considering vertical leaf layers in winter wheat:,Estimating leaf nitrogen accumulation considering vertical leaf layers in winter wheat,,,Field Crop Research,,,,,semantic_scholar,,P005,Horti-M3-Tomato,backward_reference,,,,
550,titleyear:gvals resources:,GVALS Resources,,,alexelvisbadillo.weebly.com/gvals-resources.html,,,,,semantic_scholar,,P013,TomatoPGT ecosystem,backward_reference,,,,
551,titleyear:isat with segment anything an interactive semi automatic annotation tool:,ISAT with Segment Anything: An Interactive Semi-Automatic Annotation Tool,,,Github,,,,,semantic_scholar,,P002,TomatoMAP,backward_reference,,,,
552,titleyear:label studio data labeling software:,Label Studio: Data labeling software,,,Github,,,,,semantic_scholar,,P002,TomatoMAP,backward_reference,,,,
553,titleyear:license agreement with ieee restrictions apply:,license agreement with IEEE. Restrictions apply,,,,,,,,semantic_scholar,,P010,WeedsGalore,backward_reference,,,,
554,titleyear:manejo da destrui o qu mica da soqueira do algodoeiro no estado do mato grosso 2022:,Manejo da destruição química da soqueira do algodoeiro no estado do mato grosso (2022),,,,,,,,semantic_scholar,,P008,SoyCotton,backward_reference,,,,
555,titleyear:on the prac 4776:,On the prac-4776,,,prac-4776,,,,,semantic_scholar,,P010,WeedsGalore,backward_reference,,,,
556,titleyear:primeira estimativa para safra de gr os 2024 25 indica:,Primeira estimativa para safra de grãos 2024/25 indica,,,produção de,,,,,semantic_scholar,,P008,SoyCotton,backward_reference,,,,
557,titleyear:python language reference version 3 11 11:,Python language reference (Version 3.11.11),,,python.,,,,,semantic_scholar,,P013,TomatoPGT ecosystem,backward_reference,,,,
558,titleyear:the cityscapes authorized licensed use limited to the terms of the:,The cityscapes Authorized licensed use limited to the terms of the,,,,,,,,semantic_scholar,,P010,WeedsGalore,backward_reference,,,,
559,titleyear:the complete data development platform for ai encord:,The Complete Data Development Platform for AI — Encord,,,encord.com/,,,,,semantic_scholar,,P010,WeedsGalore,backward_reference,,,,
560,titleyear:ultralytics yolo11 version 11 0 0:,Ultralytics YOLO11. Version 11.0.0,,,github.com/ultralytics/ultralytics,,,,,semantic_scholar,,P008,SoyCotton,backward_reference,,,,
