rank,candidate_id,title,year,authors,venue,doi,arxiv_id,pmid,pmcid,providers,provider_ids,seed_ids,dataset_names,directions,is_open_access,landing_url,pdf_url,abstract
291,doi:10.1016/j.cj.2021.03.015,High-throughput phenotyping: Breaking through the bottleneck in future crop breeding,2021,Pengyao Song; Jinglu Wang; Xinyu Guo; Wanneng Yang; Chunjiang Zhao,The Crop Journal,10.1016/j.cj.2021.03.015,,,,openalex; semantic_scholar,openalex:W3159378418; semantic_scholar:1c0a52c0c41a5ed286117bdfd1a2de467170f580,P002,TomatoMAP,backward_reference,True,https://www.semanticscholar.org/paper/1c0a52c0c41a5ed286117bdfd1a2de467170f580,https://doi.org/10.1016/j.cj.2021.03.015,"Abstract With the rapid development of genetic analysis techniques and crop population size, phenotyping has become the bottleneck restricting crop breeding. Breaking through this bottleneck will require phenomics, defined as the accurate, high-throughput acquisition and analysis of multi-dimensional phenotypes during crop growth at organism-wide levels, ranging from cells to organs, individual plants, plots, and fields. Here we offer an overview of crop phenomics research from technological and platform viewpoints at various scales, including microscopic, ground-based, and aerial phenotyping and phenotypic data analysis. We describe recent applications of high-throughput phenotyping platforms for abiotic/biotic stress and yield assessment. Finally, we discuss current challenges and offer perspectives on future phenomics research."
292,doi:10.1109/cvpr52729.2023.02336,Deep Deterministic Uncertainty: A New Simple Baseline,2021,Jishnu Mukhoti; Andreas Kirsch; Joost R. van Amersfoort; Philip H. S. Torr; Y. Gal,Computer Vision and Pattern Recognition,10.1109/cvpr52729.2023.02336,2102.11582,,,openalex; semantic_scholar,openalex:W4386065840; semantic_scholar:6e84d6788bdd1f99a0ed322cf35ae7b2fb81aa66,P010,WeedsGalore,backward_reference,False,https://www.semanticscholar.org/paper/6e84d6788bdd1f99a0ed322cf35ae7b2fb81aa66,,"Reliable uncertainty from deterministic single-forward pass models is sought after because conventional methods of uncertainty quantification are computationally expensive. We take two complex single-forward-pass uncertainty approaches, DUQ and SNGP, and examine whether they mainly rely on a well-regularized feature space. Crucially, without using their more complex methods for estimating uncertainty, we find that a single softmax neural net with such a regularized feature-space, achieved via residual connections and spectral normalization, outperforms DUQ and SNGP's epistemic uncertainty predictions using simple Gaussian Discriminant Analysis post-training as a separate feature-space density estimator-without fine-tuning on OoD data, feature ensembling, or input pre-procressing. Our conceptually simple Deep Deterministic Uncertainty (DDU) baseline can also be used to disentangle aleatoric and epistemic uncertainty and performs as well as Deep Ensembles, the state-of-the art for uncertainty prediction, on several OoD bench-marks (CIFAR-10/100 vs SVHN/Tiny-ImageNet, ImageNet vs ImageNet-O), active learning settings across different model architectures, as well as in large scale vision tasks like semantic segmentation, while being computationally cheaper."
293,doi:10.3390/s19173796,Precision Agriculture Techniques and Practices: From Considerations to Applications,2019,Uferah Shafi; Rafia Mumtaz; José García-Nieto; Syed Ali Hassan; Syed Ali Raza Zaidi; Naveed Iqbal,Italian National Conference on Sensors,10.3390/s19173796,,31480709,6749385,openalex; semantic_scholar,openalex:W2971480543; semantic_scholar:ab58f2695fb05acaa33119533c7173742b508fa9,P011,PlantSeg,backward_reference,True,https://www.semanticscholar.org/paper/ab58f2695fb05acaa33119533c7173742b508fa9,https://www.mdpi.com/1424-8220/19/17/3796/pdf?version=1567419401,"Internet of Things (IoT)-based automation of agricultural events can change the agriculture sector from being static and manual to dynamic and smart, leading to enhanced production with reduced human efforts. Precision Agriculture (PA) along with Wireless Sensor Network (WSN) are the main drivers of automation in the agriculture domain. PA uses specific sensors and software to ensure that the crops receive exactly what they need to optimize productivity and sustainability. PA includes retrieving real data about the conditions of soil, crops and weather from the sensors deployed in the fields. High-resolution images of crops are obtained from satellite or air-borne platforms (manned or unmanned), which are further processed to extract information used to provide future decisions. In this paper, a review of near and remote sensor networks in the agriculture domain is presented along with several considerations and challenges. This survey includes wireless communication technologies, sensors, and wireless nodes used to assess the environmental behaviour, the platforms used to obtain spectral images of crops, the common vegetation indices used to analyse spectral images and applications of WSN in agriculture. As a proof of concept, we present a case study showing how WSN-based PA system can be implemented. We propose an IoT-based smart solution for crop health monitoring, which is comprised of two modules. The first module is a wireless sensor network-based system to monitor real-time crop health status. The second module uses a low altitude remote sensing platform to obtain multi-spectral imagery, which is further processed to classify healthy and unhealthy crops. We also highlight the results obtained using a case study and list the challenges and future directions based on our work."
294,doi:10.3389/fpls.2022.859290,Quantitative Extraction and Evaluation of Tomato Fruit Phenotypes Based on Image Recognition,2022,Yihang Zhu; Qing Gu; Yiying Zhao; Hongjian Wan; Rongqing Wang; Xiaobin Zhang; Yuan Cheng,Frontiers in Plant Science,10.3389/fpls.2022.859290,,35498696,9044966,openalex; semantic_scholar,openalex:W4223999220; semantic_scholar:3f95dc0ce7e052fbc29c8b5d022b37924bf245b5,P002,TomatoMAP,backward_reference,True,https://www.semanticscholar.org/paper/3f95dc0ce7e052fbc29c8b5d022b37924bf245b5,https://www.frontiersin.org/articles/10.3389/fpls.2022.859290/pdf,"Tomato fruit phenotypes are important agronomic traits in tomato breeding as a reference index. The traditional measurement methods based on manual observation, however, limit the high-throughput data collection of tomato fruit morphologies. In this study, fruits of 10 different tomato cultivars with considerable differences in fruit color, size, and other morphological characters were selected as samples. Constant illumination condition was applied to take images of the selected tomato fruit samples. Based on image recognition, automated methods for measuring color and size indicators of tomato fruit phenotypes were proposed. A deep learning model based on Mask Region-Convolutional Neural Network (R-CNN) was trained and tested to analyze the internal structure indicators of tomato fruit. The results revealed that the combined use of these methods can extract various important fruit phenotypes of tomato, including fruit color, horizontal and vertical diameters, top and navel angles, locule number, and pericarp thickness, automatically. Considering several corrections of missing and wrong segmentation cases in practice, the average precision of the deep learning model is more than 0.95 in practice. This suggests a promising locule segmentation and counting performance. Vertical/horizontal ratio (fruit shape index) and locule area proportion were also calculated based on the data collected here. The measurement precision was comparable to manual operation, and the measurement efficiency was highly improved. The results of this study will provide a new option for more accurate and efficient tomato fruit phenotyping, which can effectively avoid artificial error and increase the support efficiency of relevant data in the future breeding work of tomato and other fruit crops."
295,doi:10.1145/3371158.3371196,PlantDoc: A Dataset for Visual Plant Disease Detection,2019,Davinder Singh; Naman Jain; Pranjali Jain; Pratik Kayal; Sudhakar Kumawat; Nipun Batra,COMAD/CODS,10.1145/3371158.3371196,1911.10317,,,openalex; semantic_scholar,openalex:W2989646980; semantic_scholar:149720bb953c385f950fae3c68ab5a11c0af952d,P011,PlantSeg,backward_reference,True,https://www.semanticscholar.org/paper/149720bb953c385f950fae3c68ab5a11c0af952d,https://arxiv.org/pdf/1911.10317,"India loses 35% of the annual crop yield due to plant diseases. Early detection of plant diseases remains difficult due to the lack of lab infrastructure and expertise. In this paper, we explore the possibility of computer vision approaches for scalable and early plant disease detection. The lack of availability of sufficiently large-scale non-lab data set remains a major challenge for enabling vision based plant disease detection. Against this background, we present PlantDoc: a dataset for visual plant disease detection. Our dataset contains 2,598 data points in total across 13 plant species and up to 17 classes of diseases, involving approximately 300 human hours of effort in annotating internet scraped images. To show the efficacy of our dataset, we learn 3 models for the task of plant disease classification. Our results show that modelling using our dataset can increase the classification accuracy by up to 31%. We believe that our dataset can help reduce the entry barrier of computer vision techniques in plant disease detection."
296,doi:10.1146/annurev-arplant-042916-041124,Phenotyping: New Windows into the Plant for Breeders,2020,Michelle Watt; Fabio Fiorani; Björn Usadel; Uwe Rascher; Onno Muller; Ulrich Schurr,Annual Review of Plant Biology,10.1146/annurev-arplant-042916-041124,,32097567,,openalex,openalex:W3006848783,P001,MuST-C,backward_reference,False,https://doi.org/10.1146/annurev-arplant-042916-041124,,"Plant phenotyping enables noninvasive quantification of plant structure and function and interactions with environments. High-capacity phenotyping reaches hitherto inaccessible phenotypic characteristics. Diverse, challenging, and valuable applications of phenotyping have originated among scientists, prebreeders, and breeders as they study the phenotypic diversity of genetic resources and apply increasingly complex traits to crop improvement. Noninvasive technologies are used to analyze experimental and breeding populations. We cover the most recent research in controlled-environment and field phenotyping for seed, shoot, and root traits. Select field phenotyping technologies have become state of the art and show promise for speeding up the breeding process in early generations. We highlight the technologies behind the rapid advances in proximal and remote sensing of plants in fields. We conclude by discussing the new disciplines working with the phenotyping community: data science, to address the challenge of generating FAIR (findable, accessible, interoperable, and reusable) data, and robotics, to apply phenotyping directly on farms."
297,doi:10.1016/j.eswa.2015.10.043,Selecting patterns and features for between- and within- crop-row weed mapping using UAV-imagery,2015,María Pérez‐Ortiz; José M. Peña; Pedro Antonio Gutiérrez; Jorge Torres‐Sánchez; César Hervás‐Martínez; Francisca López Granados,Expert Systems with Applications,10.1016/j.eswa.2015.10.043,,,,openalex,openalex:W2178852775,P007,BAWSeg,backward_reference,True,https://doi.org/10.1016/j.eswa.2015.10.043,,
298,doi:10.1109/iccv.2017.322,Mask R-CNN,2017,Kaiming He; Georgia Gkioxari; Piotr Dollár; Ross Girshick,,10.1109/iccv.2017.322,,,,openalex,openalex:W2963150697,P002; P004; P010; P011,MFO / Modern Fruit Orchards; PlantSeg; TomatoMAP; WeedsGalore,backward_reference,False,https://doi.org/10.1109/iccv.2017.322,,"We present a conceptually simple, flexible, and general framework for object instance segmentation. Our approach efficiently detects objects in an image while simultaneously generating a high-quality segmentation mask for each instance. The method, called Mask R-CNN, extends Faster R-CNN by adding a branch for predicting an object mask in parallel with the existing branch for bounding box recognition. Mask R-CNN is simple to train and adds only a small overhead to Faster R-CNN, running at 5 fps. Moreover, Mask R-CNN is easy to generalize to other tasks, e.g., allowing us to estimate human poses in the same framework. We show top results in all three tracks of the COCO suite of challenges, including instance segmentation, bounding-box object detection, and person keypoint detection. Without tricks, Mask R-CNN outperforms all existing, single-model entries on every task, including the COCO 2016 challenge winners. We hope our simple and effective approach will serve as a solid baseline and help ease future research in instance-level recognition. Code will be made available."
299,doi:10.9734/ijecc/2023/v13i71885,Performance of Pinoxaden Herbicide against Complex Weed Flora in Wheat (Triticum aestivum L.),2023,Raghav Patel; A. K. Jha; Badal Verma; Muskan Porwal; Oscar Toppo; Sourabh Raghuwanshi,International Journal of Environment and Climate Change,10.9734/ijecc/2023/v13i71885,,,,openalex; semantic_scholar,openalex:W4372357763; semantic_scholar:2debb1869bff5e11a6241a05263828fc72d28052,P010,WeedsGalore,backward_reference,True,https://www.semanticscholar.org/paper/2debb1869bff5e11a6241a05263828fc72d28052,https://journalijecc.com/index.php/IJECC/article/download/1885/3739,"A field experiment was conducted during rabi season (2020-21) at AICRP on Wheat, College of Agriculture, Jawaharlal Nehru Krishi Vishwa Vidyalaya, Jabalpur (MP), India, to study the effect of pinoxaden on weeds and the yield of wheat. The field experiment was laid out in a randomized block design with seven treatments and replicated thrice. Treatments included applying different doses of pinoxaden at 40, 45, and 90 g a.i. ha-1, clodinafop propargyl at 90 g a.i. ha-1, sulfosulfuron at 25 g a.i. ha-1 as post-emergence along with hand weeding at 30 DAS and weedy check. The experimental field was dominated by Phalaris minor (15.6%) among monocot weeds, while Medicago denticulata (30.82%), Cichorium intybus (29.94%), Chenopodium album (15.32%), and Anagallis arvensis (8.30%) among the dicot weeds throughout the crop growing period. Among the different herbicidal treatments, pinoxaden at 90 g a.i. ha-1 effectively controlled the monocot and dicot weeds and recorded higher weed control efficiency and the lowest weed index. However, the highest value of growth parameters, yield attributes, and grain yield was recorded with the application of pinoxaden at 45 g a.i. ha-1 among all the herbicidal treatments."
300,doi:10.5194/isprs-archives-xliii-b3-2020-1077-2020,TOMATOD: EVALUATION OF OBJECT DETECTION ALGORITHMS ON A NEW REAL-WORLD TOMATO DATASET,2020,V. Tsironis; Stavroula Bourou; Christos Stentoumis,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",10.5194/isprs-archives-xliii-b3-2020-1077-2020,,,,openalex; semantic_scholar,openalex:W3080504595; semantic_scholar:ff0706b8c642aae195d645ba6a365885ebbdf846,P002,TomatoMAP,backward_reference,True,https://www.semanticscholar.org/paper/ff0706b8c642aae195d645ba6a365885ebbdf846,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLIII-B3-2020/1077/2020/isprs-archives-XLIII-B3-2020-1077-2020.pdf,"Abstract. The integration of modern technologies in farming poses a challenging task to the research community. In this work, the task of selective cropping and treating is considered, whereas learning algorithms can provide essential assistance on crop growth and disease prediction, species recognition and fruit detection. In this paper, we introduce a highly specialized object detection (OD) and classification dataset of tomato fruits that contains class information for the ripening stage of each tomato fruit apart from its corresponding bounding box. With this dataset we aim to encourage the development of task-specific production ready object detection algorithms, as well as to evaluate and provide a baseline result of common state-of-the-art generic OD algorithms. In detail, a thorough presentation of the most common OD datasets takes place, where we discuss both generic OD and some highly specialized datasets. Our dataset contains more than 250 images and 2400 annotations in total. The dataset contains class information for three ripening stages of a tomato fruit provided by expert agriculturists, while providing views consistent with the targeted real-world use case scenario. Compared to other OD datasets our proposition differs in core areas such as the quality of the annotations, the object size distribution and the public availability. Evaluating the performance in our dataset for six object detection models we draw conclusions about the strength and weaknesses of each one’s performance. Finally, we present a future roadmap of revisions and discuss some future research topics that could improve the performance of OD algorithms in our dataset."
