screening_id,candidate_id,rank,title,decision,decision_confidence,reason_code,reason_note,likely_paper_type,likely_dataset_relationship,named_datasets,agricultural_domain,vision_task,modalities,relevance_yes,relevance_unclear,abstract_available,full_text_available,identity_status,reviewer,model,protocol_version,screened_at,batch_id,source_queue_sha256,supersedes_screening_id,notes
TA_R0441,doi:10.1016/j.jag.2020.102282,441,Leaf area index estimation using top-of-canopy airborne RGB images,include,high,I05,LAI estimation using UAV RGB images and canopy height via allometric relations,method_paper,uses_dataset_experimentally,,maize;cereals,classification,RGB,phenotyping;uav;remote_sensing,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:05:22Z,B024,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0442,doi:10.1007/978-3-030-01249-6_15,442,Joint Task-Recursive Learning for Semantic Segmentation and Depth Estimation,exclude,high,E03_NO_DATASET_RELEVANCE,Multi-task learning for semantic segmentation and depth; general CV,method_paper,does_not_use_dataset,,,,,,,no,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:05:22Z,B024,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0443,doi:10.1016/j.compag.2015.05.021,443,Sensors and systems for fruit detection and localization: A review,include,high,I10,Sensors and systems for fruit detection and localization: review,survey_or_review,mentions_dataset_only,,orchard;tree_fruits,object_detection,RGB;depth,object_detection;depth_or_rgbd;robotics,,no,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:05:22Z,B024,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0444,titleyear:remote mapping of standing crop biomass for estimation of the productivity of the shortgrass prairie pawnee national grasslands colorado:1972,444,"Remote mapping of standing crop biomass for estimation of the productivity of the shortgrass prairie, Pawnee National Grasslands, Colorado",exclude,high,E03_NO_DATASET_RELEVANCE,Remote sensing for biomass estimation (1972); pre-modern,method_paper,does_not_use_dataset,,,,,,,no,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:05:22Z,B024,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0445,doi:10.1109/cvprw.2015.7301274,445,Multi-scale pyramid pooling for deep convolutional representation,exclude,high,E03_NO_DATASET_RELEVANCE,Multi-scale pyramid pooling for deep CNN representation; general CV,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:05:22Z,B024,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0446,doi:10.1038/s41586-020-2649-2,446,Array programming with NumPy,exclude,high,E03_NO_DATASET_RELEVANCE,"NumPy software paper; infrastructure, not agricultural CV",survey_or_review,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:05:22Z,B024,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0447,titleyear:a leaf level dataset for soybean cotton detection and segmentation 2025:,447,A leaf-level dataset for soybean–cotton detection and segmentation (2025),include,high,I01,Leaf-level dataset for soybean-cotton detection and segmentation,dataset_paper,introduces_dataset,soybean_cotton_leaf_dataset,soybean;cotton,detection;segmentation,RGB,semantic_segmentation;instance_segmentation;object_detection;classification,,no,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:05:22Z,B024,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0448,doi:10.1145/1289603.1289610,448,Knowledge and heuristic-based modeling of laser-scanned trees,include,medium,I05,Knowledge and heuristic-based modeling of laser-scanned trees; uses 3D point clouds for tree reconstruction,method_paper,uses_dataset_experimentally,,trees,3d_reconstruction,lidar_or_point_cloud;3d,lidar_or_point_cloud;3d_vision;phenotyping,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:05:22Z,B024,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0449,doi:10.2134/advagricsystmodel4.c8,449,Root Effects on Soil Properties and Processes: Synthesis and Future Research Needs,exclude,high,E03_NO_DATASET_RELEVANCE,"Root effects on soil properties; soil science, no CV",survey_or_review,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:05:22Z,B024,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0450,doi:10.31274/td-20260223-107,450,MaizeField3D: A curated 3D point cloud and procedural model dataset of field-grown maize from a diversity panel,include,high,I01,MaizeField3D: curated 3D point cloud dataset of field-grown maize from a diversity panel,dataset_paper,introduces_dataset,MaizeField3D,maize;phenotyping,semantic_segmentation;3d_reconstruction,lidar_or_point_cloud;3d,lidar_or_point_cloud;3d_vision;semantic_segmentation;phenotyping,,no,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:05:22Z,B024,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
