rank,candidate_id,title,year,authors,venue,doi,arxiv_id,pmid,pmcid,providers,provider_ids,seed_ids,dataset_names,directions,is_open_access,landing_url,pdf_url,abstract
441,doi:10.1016/j.jag.2020.102282,Leaf area index estimation using top-of-canopy airborne RGB images,2020,Rahul Raj; Jeffrey P. Walker; Rohit Pingale; Rohit Nandan; Balaji Naik; J. Adinarayana,International Journal of Applied Earth Observation and Geoinformation,10.1016/j.jag.2020.102282,,,,openalex,openalex:W3115581257,P001,MuST-C,backward_reference,True,https://doi.org/10.1016/j.jag.2020.102282,,"Leaf Area Index (LAI) is one of the most important biophysical properties of a crop, used in detecting long-term water stress, estimating biomass, and identifying crop growth stage. Remote sensing based LAI estimation techniques perform well for early growth stages but tend to produce high error during the crop reproductive stage due to canopy closure. Moreover, estimation of the true LAI from individual leaf measurements remains a challenge. Consequently, two alternate methods have been developed and compared for estimating the LAI of a maize crop using top-of-canopy RGB images collected throughout the growing season using a hexacopter. Both methods used the RGB images to estimate the canopy height and the green-canopy cover together with a ‘vertical leaf area distribution factor’ (VLADF) from allometric relations (using crop height from RBG images and days after sowing). The first method used an empirical approach to estimate the LAI from training a linear function of the above inputs to Licor canopy analyser values of LAI. The method was trialled for a research farm located in a semi-arid area of southern peninsula India and found to have validation results with an R2 of 0.84 and RMSE of 0.36 for the unused portion of the Rabi (post-monsoon) season data of 2018–19, and R2 of 0.77 and RMSE of 0.45 for the Rabi 2019–20 season data when compared with Licor LAI values. While seemingly acceptable, the Licor canopy analyser gives a foliage area index and so the accuracy of this model was very low (R2 of 0.56 and RMSE of 1.34) when evaluated with true LAI from manual measurements of the leaf area. Consequently, a refinement was introduced using only VLADF, green-canopy cover estimates from the RBG images, and a field measured top leaf angle. The output derived from this conceptual model had an R2 of ~0.6 and RMSE of 0.73 when compared with the true LAI values. Importantly, the LAI from this conceptual model was found to be unaffected by canopy closure during the reproductive stage of the crop."
442,doi:10.1007/978-3-030-01249-6_15,Joint Task-Recursive Learning for Semantic Segmentation and Depth Estimation,2018,Zhenyu Zhang; Zhen Cui; Chunyan Xu; Zequn Jie; Xiang Li; Jian Yang,Lecture notes in computer science,10.1007/978-3-030-01249-6_15,,,,openalex,openalex:W2895401575,P004,MFO / Modern Fruit Orchards,backward_reference,False,https://doi.org/10.1007/978-3-030-01249-6_15,,
443,doi:10.1016/j.compag.2015.05.021,Sensors and systems for fruit detection and localization: A review,2015,Aleana Gongal; Suraj Amatya; M. Karkee; Qin Zhang; Karen Lewis,Computers and Electronics in Agriculture,10.1016/j.compag.2015.05.021,,,,semantic_scholar,semantic_scholar:c2eaffc617c57ab5106ba3bc95b7b910be473389,P008,SoyCotton,backward_reference,False,https://www.semanticscholar.org/paper/c2eaffc617c57ab5106ba3bc95b7b910be473389,,
444,titleyear:remote mapping of standing crop biomass for estimation of the productivity of the shortgrass prairie pawnee national grasslands colorado:1972,"Remote mapping of standing crop biomass for estimation of the productivity of the shortgrass prairie, Pawnee National Grasslands, Colorado",1972,R. Pearson; L. D. Miller,,,,,,semantic_scholar,semantic_scholar:9712203246b54fd8a678ed48f082f494979222d6,P005,Horti-M3-Tomato,backward_reference,False,https://www.semanticscholar.org/paper/9712203246b54fd8a678ed48f082f494979222d6,,
445,doi:10.1109/cvprw.2015.7301274,Multi-scale pyramid pooling for deep convolutional representation,2015,Donggeun Yoo; Sunggyun Park; Joon‐Young Lee; In So Kweon,,10.1109/cvprw.2015.7301274,,,,openalex,openalex:W1932481952,P003,AgriVision,backward_reference,False,https://doi.org/10.1109/cvprw.2015.7301274,,"Compared to image representation based on low-level local descriptors, deep neural activations of Convolutional Neural Networks (CNNs) are richer in mid-level representation, but poorer in geometric invariance properties. In this paper, we present a straightforward framework for better image representation by combining the two approaches. To take advantages of both representations, we extract a fair amount of multi-scale dense local activations from a pre-trained CNN. We then aggregate the activations by Fisher kernel framework, which has been modified with a simple scale-wise normalization essential to make it suitable for CNN activations. Our representation demonstrates new state-of-the-art performances on three public datasets: 80.78% (Acc.) on MIT Indoor 67, 83.20% (mAP) on PASCAL VOC 2007 and 91.28% (Acc.) on Oxford 102 Flowers. The results suggest that our proposal can be used as a primary image representation for better performances in wide visual recognition tasks."
446,doi:10.1038/s41586-020-2649-2,Array programming with NumPy,2020,Charles R. Harris; K. Jarrod Millman; Stéfan J. van der Walt; Ralf Gommers; Pauli Virtanen; David Cournapeau; Eric Wieser; Julian Taylor; Sebastian Berg; Nathaniel J. Smith; Robert Kern; Matti Picus; Stephan Hoyer; Marten H. van Kerkwijk; Matthew Brett; Allan Haldane; Jaime Fernández del Río; Mark Wiebe; Pearu Peterson; Pierre Gérard-Marchant; Kevin Sheppard; Tyler Reddy; Warren Weckesser; Hameer Abbasi; Christoph Gohlke; Travis E. Oliphant,Nature,10.1038/s41586-020-2649-2,2006.10256,32939066,7759461,openalex; semantic_scholar,openalex:W3035965352; semantic_scholar:024a2c03be8e468e7c4fdf9bda36cdc0eaae85fb,P013,TomatoPGT ecosystem,backward_reference,True,https://www.semanticscholar.org/paper/024a2c03be8e468e7c4fdf9bda36cdc0eaae85fb,https://www.nature.com/articles/s41586-020-2649-2.pdf,"Array programming provides a powerful, compact and expressive syntax for accessing, manipulating and operating on data in vectors, matrices and higher-dimensional arrays. NumPy is the primary array programming library for the Python language. It has an essential role in research analysis pipelines in fields as diverse as physics, chemistry, astronomy, geoscience, biology, psychology, materials science, engineering, finance and economics. For example, in astronomy, NumPy was an important part of the software stack used in the discovery of gravitational waves1 and in the first imaging of a black hole2. Here we review how a few fundamental array concepts lead to a simple and powerful programming paradigm for organizing, exploring and analysing scientific data. NumPy is the foundation upon which the scientific Python ecosystem is constructed. It is so pervasive that several projects, targeting audiences with specialized needs, have developed their own NumPy-like interfaces and array objects. Owing to its central position in the ecosystem, NumPy increasingly acts as an interoperability layer between such array computation libraries and, together with its application programming interface (API), provides a flexible framework to support the next decade of scientific and industrial analysis. NumPy is the primary array programming library for Python; here its fundamental concepts are reviewed and its evolution into a flexible interoperability layer between increasingly specialized computational libraries is discussed."
447,titleyear:a leaf level dataset for soybean cotton detection and segmentation 2025:,A leaf-level dataset for soybean–cotton detection and segmentation (2025),,,,,,,,semantic_scholar,,P008,SoyCotton,backward_reference,,,,
448,doi:10.1145/1289603.1289610,Knowledge and heuristic-based modeling of laser-scanned trees,2007,Hui Xu; Nathan Gossett; Baoquan Chen,ACM Transactions on Graphics,10.1145/1289603.1289610,,,,openalex; semantic_scholar,openalex:W1967688818; semantic_scholar:fe97c374bdff8cbc5297d6836d0f4f841200f31c,P009,TomatoWUR,backward_reference,False,https://www.semanticscholar.org/paper/fe97c374bdff8cbc5297d6836d0f4f841200f31c,,"We present a semi-automatic and efficient method for producing full polygonal models of range scanned trees, which are initially represented as sparse point clouds. First, a skeleton of the trunk and main branches of the tree is produced based on the scanned point clouds. Due to the unavoidable incompleteness of the point clouds produced by range scans of trees, steps are taken to synthesize additional branches to produce plausible support for the tree crown. Appropriate dimensions for each branch section are estimated using allometric theory. Using this information, a mesh is produced around the full skeleton. Finally, leaves are positioned, oriented and connected to nearby branches. Our process requires only minimal user interaction, and the full process including scanning and modeling can be completed within minutes."
449,doi:10.2134/advagricsystmodel4.c8,Root Effects on Soil Properties and Processes: Synthesis and Future Research Needs,2013,S. D. Logsdon,Advances in agricultural systems modeling,10.2134/advagricsystmodel4.c8,,,,openalex; semantic_scholar,openalex:W1137623228; semantic_scholar:36e22a7751d38af47f6fdf8f74262c05787cfdaa,P012,MFWD,backward_reference,False,https://www.semanticscholar.org/paper/36e22a7751d38af47f6fdf8f74262c05787cfdaa,,"Roots perform vital functions for the plant such as uptake of water and nutrients from the soil and holding the plant in place. The emphasis of this chapter is on how roots affect soil structure, and how soil structure affects roots in relation to root water uptake. Roots can decrease mean soil aggregate size when growing among large peds but can increase aggregate size when aggregates are initially small. Some pioneer roots can increase the number of biopore channels after the initial roots die. Roots help maintain fractures in the soil. The former root channels become pathways for water infiltration, gas exchange, and new root growth. As roots lose water, the contact between root and soil decreases, which reduces root water uptake. Location of roots in larger preexisting root channels, in fractures, or along large ped faces may facilitate use of preferentially flowing water and allow deeper vertical root penetration to utilize wetter subsoil. Clustering of roots in macropores could reduce water uptake from the soil matrix between rains. Roots are able to proliferate in favorable soil zones and restrict growth in less favorable soil zones for efficient ratio of growth to water and nutrient utilization. The next step in modeling water uptake could include how roots alter aggregation, fractures, and biopores for future root growth."
450,doi:10.31274/td-20260223-107,MaizeField3D: A curated 3D point cloud and procedural model dataset of field-grown maize from a diversity panel,,Elvis Kimara,,10.31274/td-20260223-107,,,,semantic_scholar,semantic_scholar:04a8905bf907676c9b07c6c61386dcd6c12ea80b,P013,TomatoPGT ecosystem,backward_reference,False,https://www.semanticscholar.org/paper/04a8905bf907676c9b07c6c61386dcd6c12ea80b,,
