rank,candidate_id,title,year,authors,venue,doi,arxiv_id,pmid,pmcid,providers,provider_ids,seed_ids,dataset_names,directions,is_open_access,landing_url,pdf_url,abstract
381,doi:10.9734/ijpss/2023/v35i112946,Effect of Pre and Post-emergence Herbicides on Weed Flora of Maize,2023,Gaini Sairam; A. K. Jha; Badal Verma; Muskan Porwal; M. P. Sahu; R. K. Meshram,International Journal of Plant &amp; Soil Science,10.9734/ijpss/2023/v35i112946,,,,openalex; semantic_scholar,openalex:W4367853886; semantic_scholar:b5e6254edb35031bb3d731c535d5234108164331,P010,WeedsGalore,backward_reference,True,https://www.semanticscholar.org/paper/b5e6254edb35031bb3d731c535d5234108164331,https://journalijpss.com/index.php/IJPSS/article/download/2946/5874,"Weeds have been a problem creator in crops since time immemorial competing with them for all the growth resources. Weeds cause around 28-100% loss in the maize crop which necessitates their control. The usage of herbicides for the control of weeds has been the most prominent method among farmers. However, the continuous usage of similar herbicides can develop herbicide resistance which needs the exploration to newer herbicides. Therefore, a field experiment was carried out to assess the effect of broad-spectrum herbicide, mesotrione on the weed flora and seed yield of maize at JNKVV, Jabalpur (M.P.) in the kharif season of 2019. The experiment was carried out in randomised block design consisting of eight treatments of weed control including six herbicidal treatments with hand weeding and weedy check and replicated thrice. Based on the results, it was concluded that the post emergence application of mesotrione 350 g ha-1 at 30 DAS had most effectively controlled the weeds resulting in highest weed control efficiency (69.25%) and lowest weed index (12.62%) than the rest of the treatments. It also resulted in highest grain and stover yield (2.44 and 21.80 t ha-1) in maize. Thus, the application of mesotrione @ 350 g ha-1 can be a promising technology for the control of complex weed flora in maize."
382,doi:10.3390/agronomy12020518,Precision Pollination Strategies for Advancing Horticultural Tomato Crop Production,2022,Angus Dingley; Sidra Anwar; Paul Kristiansen; Nigel W. M. Warwick; Chunhui Wang; B. M. Sindel; Christopher I. Cazzonelli,Agronomy,10.3390/agronomy12020518,,,,openalex; semantic_scholar,openalex:W4212796225; semantic_scholar:6c15fe65b3621c3646d08c91a32d5a3b23367801,P002,TomatoMAP,backward_reference,True,https://www.semanticscholar.org/paper/6c15fe65b3621c3646d08c91a32d5a3b23367801,https://www.mdpi.com/2073-4395/12/2/518/pdf?version=1645520468,"Global climate change and anthropological activities have led to a decline in insect pollinators worldwide. Agricultural globalisation and intensification have also removed crops from their natural insect pollinators, and sparked research to identify alternate natural insect pollinators and artificial technologies. In certain countries such as Australia the importation of commercial insect pollinators is prohibited, necessitating manual labour to stimulate floral pollination. Artificial pollination technologies are now increasingly essential as the demand for food grown in protected facilities increases worldwide. For tomato fruits, precision pollination has the ability to vastly improve their seed set, size, yield, and quality under optimal environmental conditions and has become financially beneficial. Like many crops from the Solanaceae, tomatoes have a unique self-pollinating mechanism that requires stimulation of the floral organs to release pollen from the poricidal anthers. This review investigates various mechanisms employed to pollinate tomato flowers and discusses emerging precision pollination technologies. The advantages and disadvantages of various pollinating technologies currently available in the protected-cropping industry are described. We provide a buzz perspective on new promising pollination technologies involving robotic air and acoustic devices that are still in their nascency and could provide non-contact techniques to automate pollination for the tomato horticultural industry."
383,doi:10.2135/cropsci2011.11.0608,Harrington Seed Destructor: A New Nonchemical Weed Control Tool for Global Grain Crops,2012,Michael Walsh; Raymond B. Harrington; Stephen B. Powles,Crop Science,10.2135/cropsci2011.11.0608,,,,openalex,openalex:W1970875233,P007,BAWSeg,backward_reference,False,https://doi.org/10.2135/cropsci2011.11.0608,,"ABSTRACT Global grain production is under threat from the escalating evolution of herbicide‐resistant weed populations. Worldwide, herbicide‐reliant grain crop production systems have driven the proliferation of herbicide resistant populations of major weed species. Alternatives or adjuncts to herbicides are needed for sustainable control of crop weeds in grain crops worldwide. Here we introduce and prove the ability of a new weed control tool, the Harrington Seed Destructor (HSD), to intercept and destroy weed seeds during grain crop harvest. The interception and destruction of weed seeds exiting the grain harvester in the chaff fraction during grain crop harvest is a hitherto unrealized opportunity. We have developed a cage mill‐based chaff processing unit that consistently destroys weed seed infesting grain crop chaff fractions. The subsequent construction of the HSD incorporating this unit had &gt;95% weed seed destruction efficacy when used during commercial harvest of three major grain crops, wheat ( Triticum aestivum L.), barley ( Hordeum vulgare L.), and lupin ( Lupinus angustifolius L.). The HSD system has the potential for a dramatic impact on global grain production by providing the unique combination of effective weed control with complete retention of grain crop harvest residues. Only herbicides offer this same combination of highly effective weed control and complete residue retention in large scale grain crop production systems."
384,doi:10.1007/978-1-4842-6168-2_6,ResNet 50,2021,Brett Koonce,Convolutional Neural Networks with Swift for Tensorflow,10.1007/978-1-4842-6168-2_6,,,,openalex; semantic_scholar,openalex:W4242175757; semantic_scholar:6d0b934f5ba01055c99c060a2173c344f2cb8f24,P002,TomatoMAP,backward_reference,False,https://www.semanticscholar.org/paper/6d0b934f5ba01055c99c060a2173c344f2cb8f24,,"ResNet 50 is a crucial network for you to understand. It is the basis of much academic research in this field. Many different papers will compare their results to a ResNet 50 baseline, and it is valuable as a reference point. As well, we can easily download the weights for ResNet 50 networks that have been trained on the Imagenet dataset and modify the last layers (called **retraining** or **transfer learning**) to quickly produce models to tackle new problems. For most problems, this is the best approach to get started with, rather than trying to invent new networks or techniques. Building a custom dataset and scaling it up with data augmentation techniques will get you a lot further than trying to build a new architecture."
385,doi:10.1007/978-3-031-72630-9_24,Attention Decomposition for Cross-Domain Semantic Segmentation,2024,Liqiang He; Siniša Todorović,Lecture notes in computer science,10.1007/978-3-031-72630-9_24,,,,openalex,openalex:W4405003123,P004,MFO / Modern Fruit Orchards,backward_reference,False,https://doi.org/10.1007/978-3-031-72630-9_24,,
386,doi:10.34133/2020/8329798,Ground-Based LiDAR Improves Phenotypic Repeatability of Above-Ground Biomass and Crop Growth Rate in Wheat,2020,David M. Deery; G. J. Rebetzke; José A. Jiménez-Berni; Anthony G. Condon; David Smith; K. Bechaz; William D. Bovill,Plant Phenomics,10.34133/2020/8329798,,33313565,,openalex,openalex:W3030380624,P001,MuST-C,backward_reference,True,https://doi.org/10.34133/2020/8329798,https://downloads.spj.sciencemag.org/plantphenomics/2020/8329798.pdf,"Highly repeatable, nondestructive, and high-throughput measures of above-ground biomass (AGB) and crop growth rate (CGR) are important for wheat improvement programs. This study evaluates the repeatability of destructive AGB and CGR measurements in comparison to two previously described methods for the estimation of AGB from LiDAR: 3D voxel index (3DVI) and 3D profile index (3DPI). Across three field experiments, contrasting in available water supply and comprising up to 98 wheat genotypes varying for canopy architecture, several concurrent measurements of LiDAR and AGB were made from jointing to anthesis. Phenotypic correlations at discrete events between AGB and the LiDAR-derived biomass indices were significant, ranging from 0.31 () to 0.86 (), providing confidence in the LiDAR indices as effective surrogates for AGB. The repeatability of the LiDAR biomass indices at discrete events was at least similar to and often higher than AGB, particularly under water limitation. The correlations between calculated CGR for AGB and the LiDAR indices were moderate to high and varied between experiments. However, across all experiments, the repeatabilities of the CGR derived from the LiDAR indices were appreciably greater than those for AGB, except for the 3DPI in the water-limited environment. In our experiments, the repeatability of either LiDAR index was consistently higher than that of AGB, both at discrete time points and when CGR was calculated. These findings provide promising support for the reliable use of ground-based LiDAR, as a surrogate measure of AGB and CGR, for screening germplasm in research and wheat breeding."
387,doi:10.3390/ijms20225562,Functional Dissection of the Chickpea (Cicer arietinum L.) Stay-Green Phenotype Associated with Molecular Variation at an Ortholog of Mendel’s I Gene for Cotyledon Color: Implications for Crop Production and Carotenoid Biofortification,2019,Kaliamoorthy Sivasakthi; Edward Marques; Ng’andwe Kalungwana; Noelia Carrasquilla‐Garcia; Peter L. Chang; Emily Bergmann; Erika Bueno; Matilde A. Cordeiro; Syed Gul Abbas Shah Sani; Sripada M. Udupa; Irshad Ahmad Rather; Reyazul Rouf Mir; Vincent Vadez; George J. Vandemark; Pooran M. Gaur; Douglas R. Cook; Christine Boesch; Eric von Wettberg; Jana Kholová; R. Varma Penmetsa,International Journal of Molecular Sciences,10.3390/ijms20225562,,31703441,6888616,openalex; semantic_scholar,openalex:W2987552487; semantic_scholar:a8240de87022375cd121203e8f8ac35d21d9357f,P006,Annotated 3D Point Cloud Dataset of Broad-Leaf Legumes,backward_reference,True,https://www.semanticscholar.org/paper/a8240de87022375cd121203e8f8ac35d21d9357f,https://www.mdpi.com/1422-0067/20/22/5562/pdf?version=1573191330,"""Stay-green"" crop phenotypes have been shown to impact drought tolerance and nutritional content of several crops. We aimed to genetically describe and functionally dissect the particular stay-green phenomenon found in chickpeas with a green cotyledon color of mature dry seed and investigate its potential use for improvement of chickpea environmental adaptations and nutritional value. We examined 40 stay-green accessions and a set of 29 BC2F4-5 stay-green introgression lines using a stay-green donor parent ICC 16340 and two Indian elite cultivars (KAK2, JGK1) as recurrent parents. Genetic studies of segregating populations indicated that the green cotyledon trait is controlled by a single recessive gene that is invariantly associated with the delayed degreening (extended chlorophyll retention). We found that the chickpea ortholog of Mendel's I locus of garden pea, encoding a SGR protein as very likely to underlie the persistently green cotyledon color phenotype of chickpea. Further sequence characterization of this chickpea ortholog CaStGR1 (CaStGR1, for carietinum stay-green gene 1) revealed the presence of five different molecular variants (alleles), each of which is likely a loss-of-function of the chickpea protein (CaStGR1) involved in chlorophyll catabolism. We tested the wild type and green cotyledon lines for components of adaptations to dry environments and traits linked to agronomic performance in different experimental systems and different levels of water availability. We found that the plant processes linked to disrupted CaStGR1 gene did not functionality affect transpiration efficiency or water usage. Photosynthetic pigments in grains, including provitaminogenic carotenoids important for human nutrition, were 2-3-fold higher in the stay-green type. Agronomic performance did not appear to be correlated with the presence/absence of the stay-green allele. We conclude that allelic variation in chickpea CaStGR1 does not compromise traits linked to environmental adaptation and agronomic performance, and is a promising genetic technology for biofortification of provitaminogenic carotenoids in chickpea."
388,doi:10.3389/fpls.2024.1362569,Biofilm containing the Thymus serpyllum essential oil for rice and cherry tomato conservation,2024,Josefa Roselló; Juan Antonio Llorens Molina; S. Larrán; F. Sempere; M. Pilar Santamarina,Frontiers in Plant Science,10.3389/fpls.2024.1362569,,38525143,10957683,openalex; semantic_scholar,openalex:W4392592348; semantic_scholar:5d01cb335371c495447ea2a34be18117041776fb,P005,Horti-M3-Tomato,backward_reference,True,https://www.semanticscholar.org/paper/5d01cb335371c495447ea2a34be18117041776fb,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1362569/pdf,"Introduction Fungal pathogens cause major yield losses in agriculture and reduce food quality and production worldwide. Purpose To evaluate new safer alternatives to chemicals for disease management and preserve the shelf life of food, this research was conducted to: determine the chemical composition of the essential oils (EOs) of Thymus serpyllum and Thymus piperella chemotypes 1 and 2; investigate the antifungal potential of EOs in vitro against: Alternaria alternata , Bipolaris spicifera , Curvularia hawaiiensis , Fusarium oxysporum f. sp. lycopersici , Penicillium italicum , Botryotinia fuckeliana ; evaluate a natural T. serpyllum extract biofilm to conserve rice grain and cherry tomatoes. Method EOs were analyzed by GC-MS+GC-FID. EOs’ antifungal activity was evaluated by dissolving Thymus extracts in PDA. Petri dishes were inoculated with disks of each fungus and incubated at 25°C for 7 days. Results The T. serpyllum EO displayed the best Mycelial Growth Inhibition. The antifungal effect of the T. serpyllum EO biofilm was evaluated on rice caryopsis. Disinfected grains were dipped in a conidial suspension of each fungus and sprayed with EO (300 and 600 μg/mL) prepared in Tween 20. Grains were stored. The percentage of infected grains was recorded for 30 days. The T. serpyllum EO effect on cherry tomato conservation was evaluated in vivo . Wounded fruit were immersed in the T. serpyllum EO (300 and 400 μg/mL) and inoculated with Fusarium oxysporum f. sp. lycopersici . Fruit were evaluated for 7 and 14 days. Chemical profiles thymol/carvacrol for T. serpyllum , carvacrol for T. piperella Tp1 and thymol for T. piperella Tp2 were defined. The three evaluated EOs reduced all the studied phytopathogens’ fungal growth. The T. serpyllum biofilm was effective with rice storage and against Fusarium oxysporum f. sp. lycopersici for extending the shelf life of tomatoes in warehouses and storing postharvest cherry tomatoes. Conclusion We suggest applying these EOs as biofilms for safe food conservation to replace synthetic products."
389,doi:10.1071/fp08084,OpenAlea: a visual programming and component-based software platform for plant modelling.,2008,Christophe Pradal; Samuel Dufour-Kowalski; Frédéric Boudon; Christian Fournier; Christophe Godin,Functional Plant Biology,10.1071/fp08084,,32688829,,openalex; semantic_scholar,openalex:W2122000245; semantic_scholar:87a32865a536b2dd16a63ffcb32675f5089d1374,P009,TomatoWUR,backward_reference,True,https://www.semanticscholar.org/paper/87a32865a536b2dd16a63ffcb32675f5089d1374,https://www.publish.csiro.au/fp/pdf/FP08084,"The development of functional-structural plant models requires an increasing amount of computer modelling. All these models are developed by different teams in various contexts and with different goals. Efficient and flexible computational frameworks are required to augment the interaction between these models, their reusability, and the possibility to compare them on identical datasets. In this paper, we present an open-source platform, OpenAlea, that provides a user-friendly environment for modellers, and advanced deployment methods. OpenAlea allows researchers to build models using a visual programming interface and provides a set of tools and models dedicated to plant modelling. Models and algorithms are embedded in OpenAlea 'components' with well defined input and output interfaces that can be easily interconnected to form more complex models and define more macroscopic components. The system architecture is based on the use of a general purpose, high-level, object-oriented script language, Python, widely used in other scientific areas. We present a brief rationale that underlies the architectural design of this system and we illustrate the use of the platform to assemble several heterogeneous model components and to rapidly prototype a complex modelling scenario."
390,titleyear:tomatopgt tools binary release cloudseg and cloudgraph for organ level digital twin modeling of tomato plants from 3d point clouds:2026,TomatoPGT Tools (Binary Release): CloudSeg and CloudGraph for Organ-Level Digital Twin Modeling of Tomato Plants from 3D Point Clouds,2026,,Zenodo,,,,,semantic_scholar,,P013,TomatoPGT ecosystem,backward_reference,,,,
