screening_id,candidate_id,rank,title,decision,decision_confidence,reason_code,reason_note,likely_paper_type,likely_dataset_relationship,named_datasets,agricultural_domain,vision_task,modalities,relevance_yes,relevance_unclear,abstract_available,full_text_available,identity_status,reviewer,model,protocol_version,screened_at,batch_id,source_queue_sha256,supersedes_screening_id,notes
TA_R0301,arxiv:171105458,301,A Public Image Database for Benchmark of Plant Seedling Classification Algorithms,include,high,I01,Introduces public image database of 960 plants across 12 species for seedling classification benchmarking,dataset_paper,introduces_dataset,,seedling;crops,classification,RGB,classification,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:56:10Z,B017,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0302,doi:10.1016/j.compag.2020.105351,302,Prediction of maize growth stages based on deep learning,exclude,high,E03_NO_DATASET_RELEVANCE,"LSTM/ConvLSTM for weather and maize growth stage prediction; time series, not CV dataset",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:56:10Z,B017,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0303,doi:10.5073/jfk.2009.02.01,303,The BBCH system to coding the phenological growth stages of plants – history and publications –,exclude,high,E03_NO_DATASET_RELEVANCE,"BBCH phenological growth stage coding system; agronomy, no computer vision",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:56:10Z,B017,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0304,doi:10.3390/rs13183564,304,Quality Analysis of Direct Georeferencing in Aspects of Absolute Accuracy and Precision for a UAV-Based Laser Scanning System,exclude,high,E03_NO_DATASET_RELEVANCE,"Direct georeferencing accuracy analysis for UAV-based laser scanning; surveying, not CV dataset",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:56:10Z,B017,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0305,doi:10.48550/arxiv.2509.22407,305,EMMA: Generalizing Real-World Robot Manipulation via Generative Visual Transfer,exclude,high,E03_NO_DATASET_RELEVANCE,Generative visual transfer for robot manipulation VLA policies; not agricultural,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:56:10Z,B017,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0306,doi:10.1109/iccv.2019.00069,306,CCNet: Criss-Cross Attention for Semantic Segmentation,exclude,high,E03_NO_DATASET_RELEVANCE,"CCNet criss-cross attention for semantic segmentation on Cityscapes/ADE20K; general CV, not agricultural",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:56:10Z,B017,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0307,doi:10.48550/arxiv.1802.02611,307,Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation,exclude,high,E03_NO_DATASET_RELEVANCE,DeepLabv3+ encoder-decoder with atrous separable convolution for semantic segmentation; general CV,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:56:10Z,B017,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0308,doi:10.1109/cvpr.2019.00963,308,Panoptic Segmentation,exclude,high,E03_NO_DATASET_RELEVANCE,"Panoptic Segmentation unified task definition on COCO/Cityscapes; general CV, not agricultural",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:56:10Z,B017,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0309,doi:10.1007/978-3-030-01219-9_18,309,Unsupervised Domain Adaptation for Semantic Segmentation via Class-Balanced Self-training,exclude,high,E03_NO_DATASET_RELEVANCE,"Class-balanced self-training for domain adaptive semantic segmentation; general CV, not agricultural",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:56:10Z,B017,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0310,arxiv:170604599,310,On Calibration of Modern Neural Networks,exclude,high,E03_NO_DATASET_RELEVANCE,"On calibration of modern neural networks (temperature scaling); general ML, not agricultural",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:56:10Z,B017,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
