rank,candidate_id,title,year,authors,venue,doi,arxiv_id,pmid,pmcid,providers,provider_ids,seed_ids,dataset_names,directions,is_open_access,landing_url,pdf_url,abstract
341,doi:10.1016/j.compag.2019.105091,Fine-tuning convolutional neural network with transfer learning for semantic segmentation of ground-level oilseed rape images in a field with high weed pressure,2019,Alwaseela Abdalla; Haiyan Cen; Liang Wan; Reem B. Rashid; Haiyong Weng; Weijun Zhou; Yong He,Computers and Electronics in Agriculture,10.1016/j.compag.2019.105091,,,,openalex,openalex:W2987252287,P003,AgriVision,backward_reference,False,https://doi.org/10.1016/j.compag.2019.105091,,
342,doi:10.1109/iros47612.2022.9982017,Optical flow-based branch segmentation for complex orchard environments,2022,Alexander You; Cindy Grimm; Joseph R. Davidson,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros47612.2022.9982017,,,,openalex,openalex:W4312419644,P004,MFO / Modern Fruit Orchards,backward_reference,False,https://doi.org/10.1109/iros47612.2022.9982017,,"Machine vision is a critical subsystem for enabling robots to be able to perform a variety of tasks in orchard environments. However, orchards are highly visually complex environments, and computer vision algorithms operating in them must be able to contend with variable lighting conditions and background noise. Past work on enabling deep learning algorithms to operate in these environments has typically required large amounts of hand-labeled data to train a deep neural network or physically controlling the conditions under which the environment is perceived. In this paper, we train a neural network system in simulation only using simulated RGB data and optical flow. This resulting neural network is able to perform foreground segmentation of branches in a busy orchard environment without additional real-world training or using any special setup or equipment beyond a standard camera. Our results show that our system is highly accurate and, when compared to a network using manually labeled RGBD data, achieves significantly more consistent and robust performance across environments that differ from the training set."
343,doi:10.13031/aim.202301280,Weed Database Development: An Updated Survey of Public Weed Datasets and Cross-Season Weed Detection Adaptation,2023,,"2023 Omaha, Nebraska July 9-12, 2023",10.13031/aim.202301280,,,,semantic_scholar,semantic_scholar:dc5e55f387e764d6ccbd1639f197946a1a0de062,P010,WeedsGalore,backward_reference,False,https://www.semanticscholar.org/paper/dc5e55f387e764d6ccbd1639f197946a1a0de062,,
344,doi:10.1016/j.ifacol.2016.10.076,Identification of weeds in sugarcane fields through images taken by UAV and Random Forest classifier,2016,I. Yano; J. R. Alves; W. E. Santiago; B. T. Mederos,,10.1016/j.ifacol.2016.10.076,,,,semantic_scholar,semantic_scholar:aaf7ab94972b62c94003df6eba1e46191bf8b142,P008,SoyCotton,backward_reference,True,https://www.semanticscholar.org/paper/aaf7ab94972b62c94003df6eba1e46191bf8b142,https://doi.org/10.1016/j.ifacol.2016.10.076,"Abstract: Sugarcane is one of the most important cultures in the world. The productivity of sugarcane is affected by many factors, among them weeds can cause several problems. Weed control is made usually by herbicides application because sugarcane occupies extensive areas, and due to the same reason, the decision about herbicide type and dosage has been done by sampling. This work mode does not allow variation and causes problems of herbicide application, since the presence and weed type may not be uniform in whole field. There are some solutions based on satellite image analysis that allow the coverage of the entire field, solving the problem caused by sampling sense, but this solution depends on high weed infestation and a clear sky for good results. This work proposes a system for weed surveying, based on image pattern recognition with pictures taken by a UAV (Unmanned Aerial Vehicle); this alternative can take pictures very close to the plants, which allows species recognition in lower infestation levels and without clouds interference. This solution achieved an overall accuracy of 82 % and kappa coefficient of 0.73 in preliminary tests."
345,doi:10.1614/wt-d-12-00109.1,"Recent Weed Control, Weed Management, and Integrated Weed Management",2013,K. Neil Harker; John T. O’Donovan,Weed Technology,10.1614/wt-d-12-00109.1,,,,openalex; semantic_scholar,openalex:W2021886222; semantic_scholar:9a7a29722578c1a47dbb7d8de26c57cabb098732,P012,MFWD,backward_reference,True,https://www.semanticscholar.org/paper/9a7a29722578c1a47dbb7d8de26c57cabb098732,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/52F8DB68CF951B73F7AB477478A60C55/S0890037X00012549a.pdf/div-class-title-recent-weed-control-weed-management-and-integrated-weed-management-div.pdf,"Integrated weed management (IWM) can be defined as a holistic approach to weed management that integrates different methods of weed control to provide the crop with an advantage over weeds. It is practiced globally at varying levels of adoption from farm to farm. IWM has the potential to restrict weed populations to manageable levels, reduce the environmental impact of individual weed management practices, increase cropping system sustainability, and reduce selection pressure for weed resistance to herbicides. There is some debate as to whether simple herbicidal weed control programs have now shifted to more diverse IWM cropping systems. Given the rapid evolution and spread of herbicide-resistant weeds and their negative consequences, one might predict that IWM research would currently be a prominent activity among weed scientists. Here we examine the level of research activity dedicated to weed control techniques and the assemblage of IWM techniques in cropping systems as evidenced by scientific paper publications from 1995 to June 1, 2012. Authors from the United States have published more weed and IWM-related articles than authors from any other country. When IWM articles were weighted as a proportion of country population, arable land, or crop production, authors from Switzerland, the Netherlands, New Zealand, Australia, and Canada were most prominent. Considerable evidence exists that research on nonherbicidal weed management strategies as well as strategies that integrate other weed management systems with herbicide use has increased. However, articles published on chemical control still eclipse any other weed management method. The latter emphasis continues to retard the development of weed science as a balanced discipline."
346,doi:10.1109/igarss46834.2022.9884103,Semantic Segmentation of High-Resolution Remote Sensing Images Using an Improved Transformer,2022,Yuheng Liu; Shaohui Mei; Shun Zhang; Ye Wang; Mingyi He; Qian Du,IGARSS 2022 - 2022 IEEE International Geoscience and Remote Sensing Symposium,10.1109/igarss46834.2022.9884103,,,,openalex,openalex:W4312603985,P007,BAWSeg,backward_reference,False,https://doi.org/10.1109/igarss46834.2022.9884103,,"Semantic segmentation has been widely researched for high level analysis of High Spatial Resolution (HSR) remote sensing images, where Convolutional Neural Network (CNN) is the mainstream method. However, the transformer with attention mechanism has its unique capacity of extracting global information which is generally ignored by CNN models. In this paper, a Swin Transformer with UPer head (STUP) is proposed to tackle with semantic segmentation problem on a challenging remote sensing land-cover dataset called LoveDA, which owns complex background samples and inconsistent classes distributions. The proposed STUP combines the Swin Transformer with Uper Head in the form of an encoder-decoder structure, to extract features of HSR images for segmentation. Furthermore, Focal Loss is adopted to handle the unbalanced distribution problem in the training step. Experimental results demonstrate that the proposed STUP clearly outperforms several state-of-the-art models."
347,doi:10.1007/3-7643-7380-6_12,Reducing agroecosystem vulnerability to weed invasion.,2005,K. Neil Harker; George W. Clayton; John T. O’Donovan,Birkhäuser-Verlag eBooks,10.1007/3-7643-7380-6_12,,,,openalex; semantic_scholar,openalex:W1557209984; semantic_scholar:c7401e909e3718037460567a5a60fec75e230db7,P012,MFWD,backward_reference,False,https://www.semanticscholar.org/paper/c7401e909e3718037460567a5a60fec75e230db7,,"There are many agronomic variables and management strategies other than herbicides that can be manipulated to discourage weed invasion. Combining several management strategies rather than relying on one will increase the likelihood of successful weed management. Encouraging optimal crop canopy health can guide decision-making and render agricultural land less susceptible to weed invasion. Then, when necessary, herbicides can be judiciously used to supplement cultural weed management techniques. In this review we have attempted to address two of the three major habitat characteristics that influence weed invasions - disturbances and, to a lesser extent, high resource ability. The remaining habitat characteristic, low species diversity, is difficult to address in modern agriculture, but can be an avenue of defence against invading species [89]. However, even intercropping, which is an effective ecological weed management technique [90], does not approach species diversity levels in natural ecosystems. A compromise to high species diversity in space is to maximize species diversity in time; this is best accomplished by ensuring that a given field is subjected to diverse rotational crops. Diverse crop rotations are probably the most effective management tool in maintaining crop health and limiting weed invasion opportunities. In the future, very clean (near weed-free) fields may not be considered acceptable [91]. We might do well to alter our view of what is desirable: from an “ultra-clean” crop with no weeds visible to a more species-rich field with sub-threshold communities of weeds. This approach could be termed “ecological weed management” [92]. Pest management in disciplines other than weed science may benefit from a few weeds [93, 94]. For example, root maggot (Delia spp) egg deposition and larval damage were reduced in plots where weeds were left in canola longer than the period recommended for optimal yields [95]. Combining and applying the techniques discussed above, reducing herbicide use, and tolerating low infestations of weeds may be the most sustainable form of weed management over the long-term. Ignoring ecological weed management techniques and maintaining current herbicide application practices will ensure a higher frequency of weed invasions of the resistant type [96, 97]."
348,arxiv:260522183,Action with Visual Primitives,2026,Weilong Guo; Yucheng Wang; Renping Zhou; Yunfeng Zhang; Rui Fang; Yue Meng; Wenda Xu; Yuan He; Gao Huang,,,2605.22183,,,semantic_scholar,semantic_scholar:4b577d036e78bcf916afadceade697bacc57b0ad,P011,PlantSeg,forward_citation,False,https://www.semanticscholar.org/paper/4b577d036e78bcf916afadceade697bacc57b0ad,,"Vision-Language-Action (VLA) models have emerged as a promising paradigm for generalist robotic manipulation. A common design in current architectures maps language instructions and visual observations to actions in a single forward pass. While conceptually simple, this formulation entangles instruction comprehension, spatial scene understanding, and motor control within a single learning objective. As a result, the action expert must implicitly relearn cognitive and perceptual capabilities already present in the pretrained VLM, which can limit both learning efficiency and generalization. We introduce AVP (Action with Visual Primitives), an end-to-end architecture that implements this visual-primitive-centric interface: the VLM infers the next-stage target and emits visual-primitive tokens that condition a flow-matching action expert, with supervision derived from end-effector kinematics. Real-robot experiments on general pick-and-place tasks show that AVP improves the success rate by 37.04% over pi_0.5 and outperforms other recent methods, with consistent gains in data efficiency, spatial-compositional generalization, and object-level transfer."
349,arxiv:260600089,Can Predicted Dynamics Exist in the Physical World?,2026,Barak Or,,,2606.00089,,,semantic_scholar,semantic_scholar:8ae6e14650ef800ffc5ce982f4c968720300337d,P011,PlantSeg,forward_citation,False,https://www.semanticscholar.org/paper/8ae6e14650ef800ffc5ce982f4c968720300337d,,"Predictive Physical AI systems output state rollouts, action chunks, and latent plans, yet a low root-mean-square error (RMSE) does not imply that a particular proposal is physically executable. We formulate physical admissibility as a prediction-control interface: before execution, a decoded proposal is treated as candidate dynamics and evaluated using kinematic, dynamic, and direct-to-composed horizon conditions. Passing is not a certificate of task success; rejection identifies violation of the specified physical envelope and gives a component-level reason. On Hugging Face LeRobot PushT, controlled falsification shows that one-step prediction-RMSE and standardized dynamics residuals reach area under the receiver operating characteristic curve (AUC) 0.982 and 0.972, kinematic-only conditions reach AUC 0.592, and the full gate reaches AUC 0.957 with condition-level attribution. In replay-based intervention experiments, residual-based filters and the full physical-admissibility gate prevent 87-$89% of invalid proposals while preserving mean progress near 0.998."
350,arxiv:260619408,FlexLAM: Resolving the Bottleneck Trade-off in Latent Action Learning,2026,Takanori Yoshimoto; Yang Hu; Naruya Kondo; T. Matsushima,,,2606.19408,,,semantic_scholar,semantic_scholar:e97e6739b2aa0691888a03fc23fbd23b423e9e24,P011,PlantSeg,forward_citation,False,https://www.semanticscholar.org/paper/e97e6739b2aa0691888a03fc23fbd23b423e9e24,,"Latent actions provide a compact interface between action-free video and downstream decision-making, yet existing Latent Action Models (LAMs) force every transition through a fixed-capacity bottleneck. We identify a bottleneck trade-off: overly tight codes can discard transition cues needed for action alignment, while overly loose codes preserve additional transition variation that must be resolved when alignment labels are scarce or narrowly distributed. FlexLAM replaces this fixed capacity with variable-length latent actions trained by nested dropout, yielding prefix-valid codes that capture compact transition structure first and add detail only when needed, without new architectures or losses. A single FlexLAM matches or surpasses separately trained fixed-capacity LAMs at every evaluated token budget under standard scarce-label supervision and under a low-return single-task alignment stress test, indicating that FlexLAM is not merely adjustable at inference time but learns a better latent-action interface at the same token budgets. The same model supports inference-time token-budget adjustment without retraining, and FlexLAM improves Ego4D transition reconstruction. These results suggest that variable-length latent actions are an architecture-free, drop-in upgrade to the fixed-capacity bottleneck in latent action models, latent-action world models, and video-pretrained action interfaces."
