rank,candidate_id,title,year,authors,venue,doi,arxiv_id,pmid,pmcid,providers,provider_ids,seed_ids,dataset_names,directions,is_open_access,landing_url,pdf_url,abstract
181,doi:10.48550/arxiv.2209.08575,SegNeXt: Rethinking Convolutional Attention Design for Semantic Segmentation,2022,Meng-Hao Guo; Chenggang Lu; Qibin Hou; Zheng Liu; Ming-Ming Cheng; Shiyong Hu,Neural Information Processing Systems,10.48550/arxiv.2209.08575,2209.08575,,,semantic_scholar,semantic_scholar:3b2c63b63478d192543bdfb7df7d9a4e1b8d3950,P011,PlantSeg,backward_reference,True,https://www.semanticscholar.org/paper/3b2c63b63478d192543bdfb7df7d9a4e1b8d3950,http://arxiv.org/pdf/2209.08575,"We present SegNeXt, a simple convolutional network architecture for semantic segmentation. Recent transformer-based models have dominated the field of semantic segmentation due to the efficiency of self-attention in encoding spatial information. In this paper, we show that convolutional attention is a more efficient and effective way to encode contextual information than the self-attention mechanism in transformers. By re-examining the characteristics owned by successful segmentation models, we discover several key components leading to the performance improvement of segmentation models. This motivates us to design a novel convolutional attention network that uses cheap convolutional operations. Without bells and whistles, our SegNeXt significantly improves the performance of previous state-of-the-art methods on popular benchmarks, including ADE20K, Cityscapes, COCO-Stuff, Pascal VOC, Pascal Context, and iSAID. Notably, SegNeXt outperforms EfficientNet-L2 w/ NAS-FPN and achieves 90.6% mIoU on the Pascal VOC 2012 test leaderboard using only 1/10 parameters of it. On average, SegNeXt achieves about 2.0% mIoU improvements compared to the state-of-the-art methods on the ADE20K datasets with the same or fewer computations. Code is available at https://github.com/uyzhang/JSeg (Jittor) and https://github.com/Visual-Attention-Network/SegNeXt (Pytorch)."
182,doi:10.1109/i2mtc.2019.8826921,Vision-Based Deep Learning Approach for Real-Time Detection of Weeds in Organic Farming,2019,V. Czymmek; L. O. Harders; F. Knoll; S. Hussmann,International Instrumentation and Measurement Technology Conference,10.1109/i2mtc.2019.8826921,,,,semantic_scholar,semantic_scholar:032d80e55611b0673d69003df86b0b772cd4f221,P008,SoyCotton,backward_reference,False,https://www.semanticscholar.org/paper/032d80e55611b0673d69003df86b0b772cd4f221,,"Vision-based detection and classification systems for identifying crops and weeds in captured color images have recently being extensively researched due to the advantages that they offer. The use of chemical or synthetic pesticides could drastically be reduced. One of the critical aspects of these systems is the requirement for high data volumes and the resulting lack of real time capability. This paper presents a method for detecting weeds in carrot fields in real time without segmentation and the need of a large dataset. In most vision-based measurement systems the task is divided into multiple processes like separating the objects from the background followed by the detection of the object and lastly the object classification. Our approach uses a convolution neural network to localize and classify the plants simultaneously. A precision of 89 % was achieved with a calculation rate of 18,56 FPS. A lower precision was accepted in favor of a higher calculation rate of about 56 FPS. We implemented and evaluated our system using a multi-platform robot on an organic carrot field located in Germany."
183,doi:10.1093/pcp/pcaa064,Decoding Plant–Environment Interactions That Influence Crop Agronomic Traits,2020,Keiichi Mochida; Ryuei Nishii; Takashi Hirayama,Plant and Cell Physiology,10.1093/pcp/pcaa064,,32392328,7434589,openalex; semantic_scholar,openalex:W3023995554; semantic_scholar:8cdf951d006d827dafb516b3db391412d84dd06e,P005,Horti-M3-Tomato,backward_reference,True,https://www.semanticscholar.org/paper/8cdf951d006d827dafb516b3db391412d84dd06e,https://academic.oup.com/pcp/article-pdf/61/8/1408/33662755/pcaa064.pdf,"Abstract To ensure food security in the face of increasing global demand due to population growth and progressive urbanization, it will be crucial to integrate emerging technologies in multiple disciplines to accelerate overall throughput of gene discovery and crop breeding. Plant agronomic traits often appear during the plants’ later growth stages due to the cumulative effects of their lifetime interactions with the environment. Therefore, decoding plant–environment interactions by elucidating plants’ temporal physiological responses to environmental changes throughout their lifespans will facilitate the identification of genetic and environmental factors, timing and pathways that influence complex end-point agronomic traits, such as yield. Here, we discuss the expected role of the life-course approach to monitoring plant and crop health status in improving crop productivity by enhancing the understanding of plant–environment interactions. We review recent advances in analytical technologies for monitoring health status in plants based on multi-omics analyses and strategies for integrating heterogeneous datasets from multiple omics areas to identify informative factors associated with traits of interest. In addition, we showcase emerging phenomics techniques that enable the noninvasive and continuous monitoring of plant growth by various means, including three-dimensional phenotyping, plant root phenotyping, implantable/injectable sensors and affordable phenotyping devices. Finally, we present an integrated review of analytical technologies and applications for monitoring plant growth, developed across disciplines, such as plant science, data science and sensors and Internet-of-things technologies, to improve plant productivity."
184,doi:10.5447/ipk/2025/14,TomatoMAP_ Tomato Multi-Angle Multi-Pose Dataset for Fine-Grained Phenotyping,2025,"Zhang, Yujie",e!DAL-PGP,10.5447/ipk/2025/14,,,,openalex,openalex:W7108942508,P002,TomatoMAP,backward_reference,True,https://doi.org/10.5447/ipk/2025/14,,"Observer bias and inconsistencies in traditional plant phenotyping methods limit the accuracy and reproducibility of fine-grained plant analysis. To overcome these challenges, we developed TomatoMAP, a comprehensive dataset for Solanum lycopersicum using an Internet of Things (IoT) based imaging system with standardized data acquisition protocols. Our dataset contains 64,464 RGB-images that capture 12 different plant poses from four camera elevation angles. Each image includes manually annotated bounding boxes for seven regions of interest (ROIs), including leaves, panicle, batch of flowers, batch of fruits, axillary shoot, shoot and whole plant area, along with 50 fine-grained growth stage classifications based on the BBCH scale. Additionally, we provide 3,616 high-resolution image subset with pixel-wise semantic and instance segmentation annotations. We validated our dataset using a cascading model deep learning framework combining different models. Through AI vs. Human analysis involving five domain experts, we demonstrate that the models trained on our dataset achieve accuracy comparable to the experts. Cohen's Kappa and inter-rater agreement heatmap confirm the reliability of automated fine-grained phenotyping using our approach."
185,doi:10.1093/aob/mcm317,Does the structure-function model GREENLAB deal with crop phenotypic plasticity induced by plant spacing? A case study on tomato.,2007,Qiweng Dong; Gaétan Louarn; Yu Wang; Jean‐François Barczi; P. de Reffye,Annals of Botany,10.1093/aob/mcm317,,18199575,,openalex; semantic_scholar,openalex:W2071543041; semantic_scholar:08a3a8c24cd7f1a8c0adc631d5dc9667c269fcc4,P002,TomatoMAP,backward_reference,True,https://www.semanticscholar.org/paper/08a3a8c24cd7f1a8c0adc631d5dc9667c269fcc4,https://academic.oup.com/aob/article-pdf/101/8/1195/382449/mcm317.pdf,"BACKGROUND AND AIMS: Plant growth models able to simulate phenotypic plasticity are increasingly required because (1) they should enable better predictions of the observed variations in crop production, yield and quality, and (2) their parameters are expected to have a more robust genetic basis, with possible implications for selection of quantitative traits such as growth- and allocation-related processes. The structure-function plant model, GREENLAB, simulates resource-dependent plasticity of plant architecture. Evidence for its generality has been previously reported, but always for plants grown in a limited range of environments. This paper aims to test the model concept to its limits by using plant spacing as a means to generate a gradient of competition for light, and by using a new crop species, tomato, known to exhibit a strong photomorphogenetic response. METHODS: A greenhouse experiment was carried out with three homogeneous planting densities (plant spacing = 0.3, 0.6 and 1 m). Detailed records of plant development, plant architecture and organ growth were made throughout the growing period. Model calibration was performed for each situation using a statistical optimization procedure (multi-fitting). KEY RESULTS AND CONCLUSIONS: Obvious limitations of the present version of the model appeared to account fully for the plant plasticity induced by inter-plant competition for light. A lack of stability was identified for some model parameters at very high planting density. In particular, those parameters characterizing organ sink strengths and governing light interception proved to be environment-dependent. Remarkably, however, responses of the parameter values concerned were consistent with actual growth measurements and with previously reported results. Furthermore, modifications of total biomass production and of allocation patterns induced by the planting-density treatments were accurately simulated using the sets of optimized parameters. These results demonstrate that the overall model structure is potentially able to reproduce the observed plant plasticity and suggest that sound biologically based adaptations could overcome the present model limitations. Potential options for model improvement are proposed, and the possibility of using the kernel algorithm currently available as a fitting tool to build up more sophisticated model versions is advocated."
186,doi:10.1109/cvpr52688.2022.00969,DAFormer: Improving Network Architectures and Training Strategies for Domain-Adaptive Semantic Segmentation,2022,Lukas Hoyer; Dengxin Dai; Luc Van Gool,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52688.2022.00969,,,,openalex,openalex:W3217147624,P004,MFO / Modern Fruit Orchards,backward_reference,True,https://doi.org/10.1109/cvpr52688.2022.00969,,"As acquiring pixel-wise annotations of real-world images for semantic segmentation is a costly process, a model can instead be trained with more accessible synthetic data and adapted to real images without requiring their annotations. This process is studied in unsupervised domain adaptation (UDA). Even though a large number of methods propose new adaptation strategies, they are mostly based on outdated network architectures. As the influence of recent network architectures has not been systematically studied, we first benchmark different network architectures for UDA and newly reveal the potential of Transformers for UDA semantic segmentation. Based on the findings, we propose a novel UDA method, DAFormer. The network architecture of DAFormer consists of a Transformer encoder and a multi-level context-aware feature fusion decoder. It is enabled by three simple but crucial training strategies to stabilize the training and to avoid overfitting to the source domain: While (1) Rare Class Sampling on the source domain improves the quality of the pseudo-labels by mitigating the confirmation bias of self-training toward common classes, (2) a Thing-Class ImageNet Feature Distance and (3) a learning rate warmup promote feature transfer from ImageNet pretraining. DAFormer represents a major advance in UDA. It improves the state of the art by 10.8 mIoU for GTA→Cityscapes and 5.4 mIoU for Syruhia→Cityscapes and enables learning even difficult classes such as train, bus, and truck well. The implementation is available at https://github.com/lhoyer/DAFormer."
187,doi:10.3390/s25123583,The IoT and AI in Agriculture: The Time Is Now—A Systematic Review of Smart Sensing Technologies,2025,Tymoteusz Miller; G. Mikiciuk; Irmina Durlik; M. Mikiciuk; Adrianna Łobodzińska; Marek Śnieg,Italian National Conference on Sensors,10.3390/s25123583,,40573470,12196926,semantic_scholar,semantic_scholar:d09c1e428149a0995d3b4080d3babcc026fc68ad,P005,Horti-M3-Tomato,backward_reference,False,https://www.semanticscholar.org/paper/d09c1e428149a0995d3b4080d3babcc026fc68ad,,"The integration of the Internet of Things (IoT) and artificial intelligence (AI) has reshaped modern agriculture by enabling precision farming, real-time monitoring, and data-driven decision-making. This systematic review, conducted in accordance with the PRISMA methodology, provides a comprehensive overview of recent advancements in smart sensing technologies for arable crops and grasslands. We analyzed the peer-reviewed literature published between 2020 and 2024, focusing on the adoption of IoT-based sensor networks and AI-driven analytics across various agricultural applications. The findings reveal a significant increase in research output, particularly in the use of optical, acoustic, electromagnetic, and soil sensors, alongside machine learning models such as SVMs, CNNs, and random forests for optimizing irrigation, fertilization, and pest management strategies. However, this review also identifies critical challenges, including high infrastructure costs, limited interoperability, connectivity constraints in rural areas, and ethical concerns regarding transparency and data privacy. To address these barriers, recent innovations have emphasized the potential of Edge AI for local inference, blockchain systems for decentralized data governance, and autonomous platforms for field-level automation. Moreover, policy interventions are needed to ensure fair data ownership, cybersecurity, and equitable access to smart farming tools, especially in developing regions. This review is the first to systematically examine AI-integrated sensing technologies with an exclusive focus on arable crops and grasslands, offering an in-depth synthesis of both technological progress and real-world implementation gaps."
188,doi:10.1080/10106049.2024.2440407,EGCM-UNet: Edge Guided Hybrid CNN-Mamba UNet for farmland remote sensing image semantic segmentation,2024,Jianhua Zheng; Yusha Fu; Xiaohan Chen; Ruolin Zhao; Junde Lu; Huanghui Zhao; Qian Chen,Geocarto International,10.1080/10106049.2024.2440407,,,,openalex,openalex:W4405616867,P007,BAWSeg,backward_reference,True,https://doi.org/10.1080/10106049.2024.2440407,https://www.tandfonline.com/doi/pdf/10.1080/10106049.2024.2440407?needAccess=true,"Segmenting farmland images is challenging due to their high color similarity to the background and irregular shapes, resulting in over/undersegmentation. To tackle these challenges, we propose the Edge Guided Hybrid CNN-Mamba UNet (EGCM-UNet) and design the oriented residual convolutional edge branch (ORCEB) to mine prior edge information. Additionally, the model designs a MaUNet module, which introduces the Visual State Space (VSS) block fused with Mamba to manage long-distance dependencies of image features, and uses the Edge-Guided Semantic Aggregation Module (EGSAM) for precise segmentation by fusing edge features with the VSS block’s output. Lastly, comparative experiments were conducted using selected baseline models on the AgriculturalField-Seg dataset. The results show that EGCM-UNet outperformed U-Net with a Mean Intersection over Union (mIoU) of 0.394 vs. 0.379 on the test set. This indicates the proposed model delivers good performance in the semantic segmentation task of farmland remote sensing images."
189,doi:10.1109/igarss46834.2022.9883446,LAI and Leaf Chlorophyll Content Retrieval Under Changing Spatial Scale Using a UAV-Mounted Multispectral Camera,2022,Erekle Chakhvashvili; Juliane Bendig; Bastian Siegmann; Onno Muller; Jochem Verrelst; Uwe Roscher,IGARSS 2022 - 2022 IEEE International Geoscience and Remote Sensing Symposium,10.1109/igarss46834.2022.9883446,,,,openalex,openalex:W4312285427,P001,MuST-C,backward_reference,False,https://doi.org/10.1109/igarss46834.2022.9883446,,"Recent advancements in unmanned aerial vehicle (UAV) technologies made it possible to monitor agricultural fields at higher spatial and temporal resolution than commonly possible by aerial and satellite surveys. Mapping crop variables such as leaf area index (LAI) and leaf chlorophyll content (LCC) from low-cost UAV-based multispectral cameras can deliver vital information about crop status to farmers and plant breeders. Retrieval of these variables using radiative transfer models (RTMs) has been widely studied in the satellite remote sensing community but is still not well explored in the UAV remote sensing community. This study aims to investigate the advantages of high spatial resolution UAV image data for retrieving LAI and LCC using RTM inversion. A breeding experiment consisting of soybean plots has shown that high-resolution imagery (0.015m) delivers better retrieval accuracy compared to coarser resampled image data. Particularly, biochemical parameters, such as LCC, benefit from high spatial resolution."
190,doi:10.1109/iccv51070.2023.00371,Segment Anything,2023,Alexander M. Kirillov; Eric Mintun; Nikhila Ravi; Hanzi Mao; Chloe Rolland; Laura Gustafson; Tete Xiao; Spencer Whitehead; Alexander C. Berg; Wan‐Yen Lo; Piotr Dollár; Ross Girshick,IEEE International Conference on Computer Vision,10.1109/iccv51070.2023.00371,2304.02643,,,openalex; semantic_scholar,openalex:W4390874575; semantic_scholar:7470a1702c8c86e6f28d32cfa315381150102f5b,P008; P010; P011,PlantSeg; SoyCotton; WeedsGalore,backward_reference,False,https://www.semanticscholar.org/paper/7470a1702c8c86e6f28d32cfa315381150102f5b,,"We introduce the Segment Anything (SA) project: a new task, model, and dataset for image segmentation. Using our efficient model in a data collection loop, we built the largest segmentation dataset to date (by far), with over 1 billion masks on 11M licensed and privacy respecting images. The model is designed and trained to be promptable, so it can transfer zero-shot to new image distributions and tasks. We evaluate its capabilities on numerous tasks and find that its zero-shot performance is impressive – often competitive with or even superior to prior fully supervised results. We are releasing the Segment Anything Model (SAM) and corresponding dataset (SA-1B) of 1B masks and 11M images at segment-anything.com to foster research into foundation models for computer vision. We recommend reading the full paper at: arxiv.org/abs/2304.02643."
