screening_id,candidate_id,rank,title,decision,decision_confidence,reason_code,reason_note,likely_paper_type,likely_dataset_relationship,named_datasets,agricultural_domain,vision_task,modalities,relevance_yes,relevance_unclear,abstract_available,full_text_available,identity_status,reviewer,model,protocol_version,screened_at,batch_id,source_queue_sha256,supersedes_screening_id,notes
TA_R0181,doi:10.48550/arxiv.2209.08575,181,SegNeXt: Rethinking Convolutional Attention Design for Semantic Segmentation,exclude,high,E03_NO_DATASET_RELEVANCE,"SegNeXt convolutional attention for general semantic segmentation (ADE20K, Cityscapes); not agricultural",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:20:00Z,B010,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0182,doi:10.1109/i2mtc.2019.8826921,182,Vision-Based Deep Learning Approach for Real-Time Detection of Weeds in Organic Farming,include,high,I05,Real-time CNN-based weed detection in organic carrot fields using robot platform; no segmentation needed,method_paper,uses_dataset_experimentally,,carrots;weeds,object_detection;classification,RGB,object_detection,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:20:00Z,B010,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0183,doi:10.1093/pcp/pcaa064,183,Decoding Plant–Environment Interactions That Influence Crop Agronomic Traits,exclude,high,E03_NO_DATASET_RELEVANCE,"Review of plant-environment interactions, multi-omics, and phenomics techniques; no CV dataset or method",survey_or_review,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:20:00Z,B010,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0184,doi:10.5447/ipk/2025/14,184,TomatoMAP_ Tomato Multi-Angle Multi-Pose Dataset for Fine-Grained Phenotyping,include,high,I01,"TomatoMAP: 64K RGB images of tomato with 12 poses, 4 angles, bounding boxes, and 3.6K segmentation annotations for fine-grained phenotyping",dataset_paper,introduces_dataset,TomatoMAP,tomato;phenotyping,semantic_segmentation;instance_segmentation;object_detection;classification,RGB,semantic_segmentation;instance_segmentation;object_detection;classification;phenotyping,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:20:00Z,B010,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0185,doi:10.1093/aob/mcm317,185,Does the structure-function model GREENLAB deal with crop phenotypic plasticity induced by plant spacing? A case study on tomato.,exclude,high,E03_NO_DATASET_RELEVANCE,GREENLAB structure-function plant growth model; no CV dataset or method,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:20:00Z,B010,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0186,doi:10.1109/cvpr52688.2022.00969,186,DAFormer: Improving Network Architectures and Training Strategies for Domain-Adaptive Semantic Segmentation,exclude,high,E03_NO_DATASET_RELEVANCE,DAFormer for domain-adaptive semantic segmentation (GTA->Cityscapes); not agricultural,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:20:00Z,B010,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0187,doi:10.3390/s25123583,187,The IoT and AI in Agriculture: The Time Is Now—A Systematic Review of Smart Sensing Technologies,include,high,I10,Systematic review of IoT and AI smart sensing technologies in agriculture; PRISMA methodology,survey_or_review,mentions_dataset_only,,general_agriculture,classification;object_detection,RGB;multispectral;hyperspectral,classification;object_detection,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:20:00Z,B010,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0188,doi:10.1080/10106049.2024.2440407,188,EGCM-UNet: Edge Guided Hybrid CNN-Mamba UNet for farmland remote sensing image semantic segmentation,include,high,I05,EGCM-UNet: edge-guided hybrid CNN-Mamba for farmland remote sensing image semantic segmentation on AgriculturalField-Seg dataset,method_paper,uses_dataset_experimentally,AgriculturalField-Seg,general_agriculture,semantic_segmentation,RGB,semantic_segmentation,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:20:00Z,B010,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0189,doi:10.1109/igarss46834.2022.9883446,189,LAI and Leaf Chlorophyll Content Retrieval Under Changing Spatial Scale Using a UAV-Mounted Multispectral Camera,exclude,high,E03_NO_DATASET_RELEVANCE,"UAV multispectral for LAI and chlorophyll retrieval using RTM inversion; remote sensing, no CV dataset or method",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:20:00Z,B010,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0190,doi:10.1109/iccv51070.2023.00371,190,Segment Anything,exclude,high,E03_NO_DATASET_RELEVANCE,SAM foundation model for general image segmentation; not agricultural-specific,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:20:00Z,B010,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
