rank,candidate_id,title,year,authors,venue,doi,arxiv_id,pmid,pmcid,providers,provider_ids,seed_ids,dataset_names,directions,is_open_access,landing_url,pdf_url,abstract
61,doi:10.1016/j.plaphe.2025.100089,"Predictive modeling, pattern recognition, and spatiotemporal representations of plant growth in simulated and controlled environments: A comprehensive review",2024,Mohamed Debbagh; Shangpeng Sun; Mark Lefsrud,Plant Phenomics,10.1016/j.plaphe.2025.100089,2412.10538,41416188,12710002,openalex; semantic_scholar,openalex:W4412447180; semantic_scholar:ff4f692ca2e60863d384df46f710e3aa9fd68136,P012,MFWD,forward_citation,True,https://www.semanticscholar.org/paper/ff4f692ca2e60863d384df46f710e3aa9fd68136,https://doi.org/10.1016/j.plaphe.2025.100089,"Accurate predictions and representations of plant growth patterns in simulated and controlled environments are important for addressing various challenges in plant phenomics research. This review explores various works on state-of-the-art predictive pattern recognition techniques, focusing on the spatiotemporal modeling of plant traits and the integration of dynamic environmental interactions. We provide a comprehensive examination of deterministic, probabilistic, and generative modeling approaches, emphasizing their applications in high-throughput phenotyping and simulation-based plant growth forecasting. Key topics include regressions and neural network-based representation models for the task of forecasting, limitations of existing experiment-based deterministic approaches, and the need for dynamic frameworks that incorporate uncertainty and evolving environmental feedback. This review surveys advances in 2D and 3D structured data representations through functional-structural plant models and conditional generative models. We offer a perspective on opportunities for future works, emphasizing the integration of domain-specific knowledge to data-driven methods, improvements to available datasets, and the implementation of these techniques toward real-world applications."
62,doi:10.1109/iccvw69036.2025.00736,AgMIC: Agricultural Masked Image Consistency for Cross-Domain Segmentation,2025,M. Ullah; Nisar Ali; Numair Nadeem; Abdul Bais,2025 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW),10.1109/iccvw69036.2025.00736,,,,openalex; semantic_scholar,openalex:W7131117072; semantic_scholar:ebf0bbd831fc82821fabee39cf34634642569660,P010,WeedsGalore,forward_citation,False,https://www.semanticscholar.org/paper/ebf0bbd831fc82821fabee39cf34634642569660,,"Canola crop segmentation is critical for monitoring crop coverage and health, and identifying growth variability. It allows farmers to implement variable rate applications based on localized crop conditions. Recent advances in deep learning (DL) have shown promising results for crop segmentation using high-resolution imagery. Although DL-based models perform well on their source domain (ground vehicle imagery), they exhibit significant performance drops when applied to the target domain (unmanned aerial vehicles). This degradation occurs due to substantial differences in viewing perspective, image resolution, object appearance scale, and spatial context between the two domains. To bridge this domain gap, this paper presents agricultural masked image consistency (AgMIC), an enhanced unsupervised domain adaptation (UDA) framework for cross-domain canola crop segmentation. Unlike existing MIC method that employs random masking strategies, AgMIC introduces agricultural pattern-aware masking, which leverages crop density patterns to preserve structural field information for enhanced cross-domain contextual understanding. Additionally, it incorporates confidence-aware pseudo-label enhancement with adaptive thresholding to filter unreliable predictions. Experimental results demonstrate that AgMIC achieves superior performance with a mean intersection over union of 0.7603, outperforming state-of-the-art UDA methods, including MIC (0.7436), RUDA (0.7326), and HRDA (0.7248)."
63,doi:10.6084/m9.figshare.28270742,Annotated 3D Point Cloud Dataset of Broad-Leaf Legumes Captured by High-Throughput Phenotyping Platform,2025,"Galba, Alexander; Masner, Jan; Kholová, Jana; Kartal, Serkan; Stočes, Michal; Mikeš, Vojtěch; Šimek, Pavel; Prokopová, Štěpánka; Karrer, Thorsten; Tóth, András",Figshare,10.6084/m9.figshare.28270742,,,,openalex,openalex:W6902318910,P006,Annotated 3D Point Cloud Dataset of Broad-Leaf Legumes,backward_reference,True,https://doi.org/10.6084/m9.figshare.28270742,,"Annotated 3D point cloud plant scans generated by a high-throughput phenotyping platform (LeasyScan, ICRISAT, India). It focuses on broad-leaf legume species (mungbean, common bean, cowpea, and lima bean). The dataset, generated by PlantEye(R) F600 technology, captures multispectral 3D scans of plant canopies. It includes 223 scans, providing detailed organ-level segmentation annotations for embryonic leaves, leaves, petioles, stems, and whole plants. The dataset fills a critical gap in plant phenomics research by offering a base of annotated data to support AI model development efforts in 3D computer vision. See README.md file for additional details."
64,doi:10.1088/1742-6596/2759/1/012012,Multi-Scale Contextual Swin Transformer for Crop Image Segmentation,2024,Xiaoyu Xu; Jinding Zou; Jie Cai; Dafang Zou,Journal of Physics Conference Series,10.1088/1742-6596/2759/1/012012,,,,openalex,openalex:W4397003213,P003,AgriVision,backward_reference,True,https://doi.org/10.1088/1742-6596/2759/1/012012,https://iopscience.iop.org/article/10.1088/1742-6596/2759/1/012012/pdf,"Abstract Combining UAV-based remote sensing with deep learning for image segmentation is a particularly innovative and effective technology in modern agriculture. This approach allows for detailed and precise analysis of agricultural fields, such as crop monitoring, yield prediction, and irrigation management, enhancing decision-making and farm management practices. Inspired by the recent advancements of Transformers in computer vision, this paper introduces the Multi-Scale Contextual Swin Transformer (MSC-Swin), a novel model for precise segmentation of UAV crop images. MSC-Swin innovatively combines a Swin Transformer architecture for detailed feature extraction with pooling operations to utilize multi-scale contextual information. Our extensive experimentation demonstrates that MSC-Swin not only achieves state-of-the-art performance on the Barley Remote Sensing dataset, with a record mIoU of 86.4% on the test set, but also exhibits robustness and excellent generalizability."
65,doi:10.1186/s13007-023-01060-8,Improved weed segmentation in UAV imagery of sorghum fields with a combined deblurring segmentation model,2023,Nikita Genze; Maximilian Wirth; Christian Schreiner; Raymond Ajekwe; Michael Grieb; Dominik G. Grimm,Plant Methods,10.1186/s13007-023-01060-8,,37608384,10463442,openalex; semantic_scholar,openalex:W4386049764; semantic_scholar:8a8dd797567b6e7ce373039d7200cf6fa3013d41,P010; P012,MFWD; WeedsGalore,backward_reference,True,https://www.semanticscholar.org/paper/8a8dd797567b6e7ce373039d7200cf6fa3013d41,https://plantmethods.biomedcentral.com/counter/pdf/10.1186/s13007-023-01060-8,"BACKGROUND: Efficient and site-specific weed management is a critical step in many agricultural tasks. Image captures from drones and modern machine learning based computer vision methods can be used to assess weed infestation in agricultural fields more efficiently. However, the image quality of the captures can be affected by several factors, including motion blur. Image captures can be blurred because the drone moves during the image capturing process, e.g. due to wind pressure or camera settings. These influences complicate the annotation of training and test samples and can also lead to reduced predictive power in segmentation and classification tasks. RESULTS: In this study, we propose DeBlurWeedSeg, a combined deblurring and segmentation model for weed and crop segmentation in motion blurred images. For this purpose, we first collected a new dataset of matching sharp and naturally blurred image pairs of real sorghum and weed plants from drone images of the same agricultural field. The data was used to train and evaluate the performance of DeBlurWeedSeg on both sharp and blurred images of a hold-out test-set. We show that DeBlurWeedSeg outperforms a standard segmentation model that does not include an integrated deblurring step, with a relative improvement of [Formula: see text] in terms of the Sørensen-Dice coefficient. CONCLUSION: Our combined deblurring and segmentation model DeBlurWeedSeg is able to accurately segment weeds from sorghum and background, in both sharp as well as motion blurred drone captures. This has high practical implications, as lower error rates in weed and crop segmentation could lead to better weed control, e.g. when using robots for mechanical weed removal."
66,doi:10.3390/rs10091423,WeedMap: A Large-Scale Semantic Weed Mapping Framework Using Aerial Multispectral Imaging and Deep Neural Network for Precision Farming,2018,Inkyu Sa; Marija Popović; Raghav Khanna; Zetao Chen; Philipp Lottes; Frank Liebisch; Juan Nieto; Cyrill Stachniss; Achim Walter; Roland Siegwart,Remote Sensing,10.3390/rs10091423,1808.00100,,,openalex; semantic_scholar,openalex:W2886554959; semantic_scholar:27a918a368e971a15b545abf63353e269a8ce8a2,P007; P010,BAWSeg; WeedsGalore,backward_reference,True,https://www.semanticscholar.org/paper/27a918a368e971a15b545abf63353e269a8ce8a2,https://www.mdpi.com/2072-4292/10/9/1423/pdf?version=1536296309,"The ability to automatically monitor agricultural fields is an important capability in precision farming, enabling steps towards more sustainable agriculture. Precise, high-resolution monitoring is a key prerequisite for targeted intervention and the selective application of agro-chemicals. The main goal of this paper is developing a novel crop/weed segmentation and mapping framework that processes multispectral images obtained from an unmanned aerial vehicle (UAV) using a deep neural network (DNN). Most studies on crop/weed semantic segmentation only consider single images for processing and classification. Images taken by UAVs often cover only a few hundred square meters with either color only or color and near-infrared (NIR) channels. Although a map can be generated by processing single segmented images incrementally, this requires additional complex information fusion techniques which struggle to handle high fidelity maps due to their computational costs and problems in ensuring global consistency. Moreover, computing a single large and accurate vegetation map (e.g., crop/weed) using a DNN is non-trivial due to difficulties arising from: (1) limited ground sample distances (GSDs) in high-altitude datasets, (2) sacrificed resolution resulting from downsampling high-fidelity images, and (3) multispectral image alignment. To address these issues, we adopt a stand sliding window approach that operates on only small portions of multispectral orthomosaic maps (tiles), which are channel-wise aligned and calibrated radiometrically across the entire map. We define the tile size to be the same as that of the DNN input to avoid resolution loss. Compared to our baseline model (i.e., SegNet with 3 channel RGB (red, green, and blue) inputs) yielding an area under the curve (AUC) of [background=0.607, crop=0.681, weed=0.576], our proposed model with 9 input channels achieves [0.839, 0.863, 0.782]. Additionally, we provide an extensive analysis of 20 trained models, both qualitatively and quantitatively, in order to evaluate the effects of varying input channels and tunable network hyperparameters. Furthermore, we release a large sugar beet/weed aerial dataset with expertly guided annotations for further research in the fields of remote sensing, precision agriculture, and agricultural robotics."
67,doi:10.3390/s23052713,WE3DS: An RGB-D Image Dataset for Semantic Segmentation in Agriculture,2023,Florian Kitzler; Norbert Barta; Reinhard W. Neugschwandtner; Andreas Gronauer; Viktoria Motsch,Italian National Conference on Sensors,10.3390/s23052713,,36904917,10007111,openalex; semantic_scholar,openalex:W4322774198; semantic_scholar:6973d8e51be30ea27562cf9a1fde556ec4e5c33b,P010; P012,MFWD; WeedsGalore,backward_reference,True,https://www.semanticscholar.org/paper/6973d8e51be30ea27562cf9a1fde556ec4e5c33b,https://www.mdpi.com/1424-8220/23/5/2713/pdf?version=1677678144,"Smart farming (SF) applications rely on robust and accurate computer vision systems. An important computer vision task in agriculture is semantic segmentation, which aims to classify each pixel of an image and can be used for selective weed removal. State-of-the-art implementations use convolutional neural networks (CNN) that are trained on large image datasets. In agriculture, publicly available RGB image datasets are scarce and often lack detailed ground-truth information. In contrast to agriculture, other research areas feature RGB-D datasets that combine color (RGB) with additional distance (D) information. Such results show that including distance as an additional modality can improve model performance further. Therefore, we introduce WE3DS as the first RGB-D image dataset for multi-class plant species semantic segmentation in crop farming. It contains 2568 RGB-D images (color image and distance map) and corresponding hand-annotated ground-truth masks. Images were taken under natural light conditions using an RGB-D sensor consisting of two RGB cameras in a stereo setup. Further, we provide a benchmark for RGB-D semantic segmentation on the WE3DS dataset and compare it with a solely RGB-based model. Our trained models achieve up to 70.7% mean Intersection over Union (mIoU) for discriminating between soil, seven crop species, and ten weed species. Finally, our work confirms the finding that additional distance information improves segmentation quality."
68,doi:10.1016/j.dib.2025.111852,"TomatoWUR: An annotated dataset of tomato plants to quantitatively evaluate segmentation, skeletonisation, and plant-trait extraction algorithms for 3D plant phenotyping",2025,Bart M. van Marrewijk; Tim van Daalen; Katarína Smolenova; Bolai Xin; G. Polder; Gert Kootstra,Data in Brief,10.1016/j.dib.2025.111852,,40718147,12296535,openalex; semantic_scholar,openalex:W4412067220; semantic_scholar:4c0ec81b6fedab3cf9cdfb3430a551fd7205e340,P013,TomatoPGT ecosystem,backward_reference,False,https://www.semanticscholar.org/paper/4c0ec81b6fedab3cf9cdfb3430a551fd7205e340,,"Plant phenotyping involves the measurements of plant traits to gain more insight into the interaction between the genotype (G), environment (E) and crop management strategies (M). To improve plant phenotyping, accurate measurements are crucial. Manual measurements are biased, time-intensive, and therefore limited to only a few plants. Especially measurements of 3D phenotypic traits, such as plant architecture, internode length, and leaf area are difficult to extract manually. To enhance the speed and accuracy of phenotyping, there is a need for automatic digital plant phenotyping solutions. The presented dataset contains 3D point clouds of tomato plants, which will enable researchers to develop novel methods to extract 3D phenotypic traits. Converting 3D point clouds to plant traits is also known as 3D plant phenotyping. This process can be subdivided into three steps: point cloud segmentation, skeletonisation to extract plant architecture, and plant-traits extraction. Those three steps need to be analysed properly to indicate bottlenecks and improve 3D phenotyping algorithms. Currently, the development of 3D phenotyping algorithms is inhibited by the availability of comprehensive datasets and algorithms to analyse all steps. To our best knowledge only five annotated datasets exist for testing and validating 3D phenotyping algorithms. However, these datasets mainly focus on the segmentation step. Skeletonisation and manual measured plant traits are frequently not included. To improve 3D plant phenotyping, a novel dataset, TomatoWUR, is presented. This comprehensive dataset consists of 44 point clouds of single tomato plants imaged by fifteen cameras to create a point cloud using the shape-from-silhouette methodology. The dataset includes annotated point clouds, skeletons, and manual reference measurements. In addition, the dataset includes software for comprehensive evaluation and comparison of phenotyping methods, which is expected to benefit the development of 3D phenotyping algorithms. The related software can be found our GIT: https://github.com/WUR-ABE/TomatoWUR."
69,doi:10.3390/rs16244720,A 3D Surface Reconstruction Pipeline for Plant Phenotyping,2024,Lina Stausberg; Berit Jost; Lasse Klingbeil; Heiner Kuhlmann,Remote Sensing,10.3390/rs16244720,,,,openalex,openalex:W4405496046,P001,MuST-C,backward_reference,True,https://doi.org/10.3390/rs16244720,https://www.mdpi.com/2072-4292/16/24/4720/pdf?version=1734448305,"Plant phenotyping plays a crucial role in crop science and plant breeding. However, traditional methods often involve time-consuming and manual observations. Therefore, it is essential to develop automated, sensor-driven techniques that can provide objective and rapid information. Various methods rely on camera systems, including RGB, multi-spectral, and hyper-spectral cameras, which offer valuable insights into plant physiology. In recent years, 3D sensing systems such as laser scanners have gained popularity due to their ability to capture structural plant parameters that are difficult to obtain using spectral sensors. Unlike images, point clouds are not structured and require pre-processing steps to extract precise information and handle noise or missing points. One approach is to generate mesh-based surface representations using triangulation. A key challenge in the 3D surface reconstruction of plants is the pre-processing of point clouds, which involves removing non-plant noise from the scene, segmenting point clouds from populations to individual plants, and further dividing individual plants into their respective organs. In this study, we will not focus on the segmentation aspect but rather on the other pre-processing steps, like denoising parameters, which depend on the data type. We present an automated pipeline for converting high-resolution point clouds into surface models of plants. The pipeline incorporates additional pre-processing steps such as outlier removal, denoising, and subsampling to ensure the accuracy and quality of the reconstructed surfaces. Data were collected using three different sensors: a handheld scanner, a terrestrial laser scanner (TLS), and a mobile mapping platform, under varying conditions from controlled laboratory environments to complex field settings. The investigation includes five different plant species, each with distinct characteristics, to demonstrate the potential of the pipeline. In a next step, phenotypic traits such as leaf area, leaf area index (LAI), and leaf angle distribution (LAD) were calculated to further illustrate the pipeline’s potential and effectiveness. The pipeline is based on the Open3D framework and is available open source."
70,doi:10.1016/j.atech.2026.102373,Lightweight GSP-YOLO for accurate weed seedling detection and edge deployment in laser-based weed control systems,2026,Saisai Liu; Qing Xie; Qing Tang; WU JUN; Jiang Lan; Guan Zhuohuai; WU Chongyou,Smart Agricultural Technology,10.1016/j.atech.2026.102373,,,,openalex; semantic_scholar,openalex:W7167641116; semantic_scholar:f062e576c4886482bc1063b712aeaf9c6272982c,P012,MFWD,forward_citation,True,https://www.semanticscholar.org/paper/f062e576c4886482bc1063b712aeaf9c6272982c,https://www.sciencedirect.com/science/article/pii/S2772375526005988/pdf,"In precision agriculture, the integration of artificial intelligence with targeted weeding technologies provides critical support for efficient and accurate weed control. However, existing detection and localization methods struggle to accurately identify morphologically similar and diminutive weed seedlings in complex field environments, which limits the precision and reliability of targeted interventions. This study proposes GSP-YOLO, an enhanced lightweight model based on YOLOv8s, designed for real-time weed detection and edge deployment. To balance performance and efficiency, the original backbone was replaced with GhostNetV3, and a synergistic effects between spatial and channel attention (SCSA) module was integrated to improve feature extraction for small targets. Additionally, powerful-IoU (PIoU) loss was employed to refine bounding box regression and multi-scale adaptability. Validation on the NIAM9weeds dataset shows that GSP-YOLO achieves 97.74% precision, surpassing mainstream models like YOLOv5n/s, v6s, v7-tiny, v8n/s, v9s, and v10s. Compared to the baseline YOLOv8s, the precision, recall, and mAP improved by 1.94, 2.76, and 2.63 percentage points, respectively, while parameters, FLOPs, and model size were reduced by 32.88%, 31.93%, and 29.20%. Post-TensorRT acceleration, the inference speed reached 41 FPS on edge terminals. In dynamic greenhouse laser weeding trials, the system achieved a weed recognition accuracy of 93.40% at an operational speed of 0.72 km/h, with an average elimination time of 275 ms per weed and a crop injury rate below 3.40%. This algorithm balances high precision with the lightweight requirements of embedded deployment, providing a core technical foundation for real-time dynamic target detection in laser weeding robots."
