rank,candidate_id,title,year,authors,venue,doi,arxiv_id,pmid,pmcid,providers,provider_ids,seed_ids,dataset_names,directions,is_open_access,landing_url,pdf_url,abstract
271,doi:10.1109/igarss47720.2021.9555143,Comparison of Reflectance Calibration Workflows for a UAV-Mounted Multi-Camera Array System,2021,Erekle Chakhvashvili; Bastian Siegmann; Juliane Bendig; Uwe Rascher,,10.1109/igarss47720.2021.9555143,,,,openalex,openalex:W3205494961,P001,MuST-C,backward_reference,False,https://doi.org/10.1109/igarss47720.2021.9555143,,"Well radiometrically calibrated UAV-derived reflectance maps are important when analysing time series of vegetation canopies. In this paper, we assessed the quality of reflectance calibration of a multispectral camera system, MicaSense Dual, using two different methods: a single-panel approach offered by the camera manufacturer and an empirical line method. The results show a significant discrepancy between the reference reflectance measurements, and the single-panel approach in the NIR and the red edge bands. This discrepancy is especially pronounced for dark targets. The empirical line correction method has proven to be more accurate, yet for shaded and densely vegetated areas it has led to negative reflectance values in the visible bands. Hence, we argue that users should be aware of the caveats of both reflectance calibration pipelines when working with time-series UAV data."
272,doi:10.1038/s41598-022-17840-6,Intelligent yield estimation for tomato crop using SegNet with VGG19 architecture,2022,Prabhakar Maheswari; Purushothamman Raja; Vinh Truong Hoang,Scientific Reports,10.1038/s41598-022-17840-6,,35948597,,openalex,openalex:W4291020222,P003,AgriVision,backward_reference,True,https://doi.org/10.1038/s41598-022-17840-6,https://www.nature.com/articles/s41598-022-17840-6.pdf,"Yield estimation (YE) of the crop is one of the main tasks in fruit management and marketing. Based on the results of YE, the farmers can make a better decision on the harvesting period, prevention strategies for crop disease, subsequent follow-up for cultivation practice, etc. In the current scenario, crop YE is performed manually, which has many limitations such as the requirement of experts for the bigger fields, subjective decisions and a more time-consuming process. To overcome these issues, an intelligent YE system was proposed which detects, localizes and counts the number of tomatoes in the field using SegNet with VGG19 (a deep learning-based semantic segmentation architecture). The dataset of 672 images was given as an input to the SegNet with VGG19 architecture for training. It extracts features corresponding to the tomato in each layer and detection was performed based on the feature score. The results were compared against the other semantic segmentation architectures such as U-Net and SegNet with VGG16. The proposed method performed better and unveiled reasonable results. For testing the trained model, a case study was conducted in the real tomato field at Manapparai village, Trichy, India. The proposed method portrayed the test precision, recall and F1-score values of 89.7%, 72.55% and 80.22%, respectively along with reasonable localization capability for tomatoes."
273,doi:10.1109/cvpr.2016.350,The Cityscapes Dataset for Semantic Urban Scene Understanding,2016,Marius Cordts; Mohamed Omran; Sebastian Ramos; Timo Rehfeld; Markus Enzweiler; Rodrigo Benenson; Uwe Franke; Stefan Roth; Bernt Schiele,Computer Vision and Pattern Recognition,10.1109/cvpr.2016.350,1604.01685,,,openalex; semantic_scholar,openalex:W2340897893; semantic_scholar:c8c494ee5488fe20e0aa01bddf3fc4632086d654,P010; P011,PlantSeg; WeedsGalore,backward_reference,False,https://www.semanticscholar.org/paper/c8c494ee5488fe20e0aa01bddf3fc4632086d654,https://arxiv.org/pdf/1604.01685,"Visual understanding of complex urban street scenes is an enabling factor for a wide range of applications. Object detection has benefited enormously from large-scale datasets, especially in the context of deep learning. For semantic urban scene understanding, however, no current dataset adequately captures the complexity of real-world urban scenes. To address this, we introduce Cityscapes, a benchmark suite and large-scale dataset to train and test approaches for pixel-level and instance-level semantic labeling. Cityscapes is comprised of a large, diverse set of stereo video sequences recorded in streets from 50 different cities. 5000 of these images have high quality pixel-level annotations, 20 000 additional images have coarse annotations to enable methods that leverage large volumes of weakly-labeled data. Crucially, our effort exceeds previous attempts in terms of dataset size, annotation richness, scene variability, and complexity. Our accompanying empirical study provides an in-depth analysis of the dataset characteristics, as well as a performance evaluation of several state-of-the-art approaches based on our benchmark."
274,doi:10.3389/fpls.2018.01933,"Plant Phenotyping Research Trends, a Science Mapping Approach",2019,Corrado Costa; Ulrich Schurr; Francesco Loreto; Paolo Menesatti; Sébastien Carpentier,Frontiers in Plant Science,10.3389/fpls.2018.01933,,30666264,6330294,openalex; semantic_scholar,openalex:W2903707524; semantic_scholar:5f9491747eca33eb0a59f00d536a65b378d27a7c,P002,TomatoMAP,backward_reference,True,https://www.semanticscholar.org/paper/5f9491747eca33eb0a59f00d536a65b378d27a7c,https://www.frontiersin.org/articles/10.3389/fpls.2018.01933/pdf,"Modern plant phenotyping, often using non-invasive technologies and digital technologies, is an emerging science and provides essential information on how genetics, epigenetics, environmental pressures, and crop management (farming) can guide selection toward productive plants suitable for their environment. Thus, phenotyping is at the forefront of future plant breeding. Bibliometric science mapping is a quantitative method that analyzes scientific publications throughout the terms present in their title, abstract, and keywords. The aim of this mapping exercise is to observe trends and identify research opportunities. This allows us to analyze the evolution of phenotyping research and to predict emerging topics of this discipline. A total of 1,827 scientific publications fitted our search method over the last 20 years. During the period 1997–2006, the total number of publications was only around 6.1%. The number of publications increased more steeply after 2010, boosted by the overcoming of technological bias and by a set of key developments at hard and software level (image analysis and data storage management, automation and robotics). Cluster analysis evidenced three main groups linked to genetics, physiology, and imaging. Mainly the model plant “Arabidopsis thaliana” and the crops “rice” and “triticum” species were investigated in the literature. The last two species were studied when addressing “plant breeding,” and “genomic selection.” However, currently the trend goes toward a higher diversity of phenotyped crops and research in the field. The application of plant phenotyping in the field is still under rapid development and this application has strong linkages with precision agriculture. EU co-authors were involved in 41.8% of the analyzed papers, followed by USA (15.4%), Australia (6.0%), and India (5.6%). Within the EU, coauthors were mainly affiliated in Germany (35.8%), France (23.7%), and United Kingdom (18.4%). Time seems right for new opportunities to incentivize research on more crops, in real field conditions, and to spread knowledge toward more countries, including emerging economies. Science mapping offers the possibility to get insights into a wide amount of bibliographic information, making them more manageable, attractive, and easy to serve science policy makers, stakeholders, and research managers."
275,doi:10.1109/cvpr46437.2021.01223,Prototypical Pseudo Label Denoising and Target Structure Learning for Domain Adaptive Semantic Segmentation,2021,Pan Zhang; Bo Zhang; Ting Zhang; Dong Chen; Yong Wang; Fang Wen,,10.1109/cvpr46437.2021.01223,,,,openalex,openalex:W3175294391,P004,MFO / Modern Fruit Orchards,backward_reference,False,https://doi.org/10.1109/cvpr46437.2021.01223,,"Self-training is a competitive approach in domain adaptive segmentation, which trains the network with the pseudo labels on the target domain. However inevitably, the pseudo labels are noisy and the target features are dispersed due to the discrepancy between source and target domains. In this paper, we rely on representative prototypes, the feature centroids of classes, to address the two issues for unsupervised domain adaptation. In particular, we take one step further and exploit the feature distances from prototypes that provide richer information than mere prototypes. Specifically, we use it to estimate the likelihood of pseudo labels to facilitate online correction in the course of training. Meanwhile, we align the prototypical assignments based on relative feature distances for two different views of the same target, producing a more compact target feature space. Moreover, we find that distilling the already learned knowledge to a self-supervised pretrained model further boosts the performance. Our method shows tremendous performance advantage over state-of-the-art methods. The code is available at https://github.com/microsoft/ProDA."
276,doi:10.1109/discover62353.2024.10750697,SegFormer-Based Approach for Semantic Segmentation of Necrotic Tissues from Histopathology Images,2024,T. S. Saleena; P. Muhamed Ilyas; Sajna V M Kutty,,10.1109/discover62353.2024.10750697,,,,openalex,openalex:W4404521291,P003,AgriVision,backward_reference,False,https://doi.org/10.1109/discover62353.2024.10750697,,"The treatment plan assigned to a cancer patient will be decided by various factors and prognostic score is one among them. For Osteosarcoma and Renal Cell Carcinoma, such a decision factor is the amount of tumor necrosis created due to Neoadjuvant Chemotherapy. The main objective of this study is to evaluate the patient body's therapeutic response to Neoadjuvant Chemotherapy by quantifying the tumor necrosis accumulated in the body. The SegFormer model used in this study has efficiently portray the necrotic tissue area from the input histopathology image. It is one of the Transformer-based framework that can be applied for semantic segmentation of images. The encoder side of this model is a Transformer and its decoder side is a Multi-layer Perceptron that causes high performance with lesser computation power. Dice loss has been used to measure the loss and Intersection over Union score for the accuracy. To facilitate this research, a dataset comprising 900 images and their corresponding masks was meticulously curated with the assistance of an experienced pathologist."
277,doi:10.1109/cvpr52729.2023.00297,Mask DINO: Towards A Unified Transformer-based Framework for Object Detection and Segmentation,2023,Feng Li; Hao Zhang; Huaizhe Xu; Shilong Liu; Lei Zhang; Lionel M. Ni; Heung‐Yeung Shum,,10.1109/cvpr52729.2023.00297,,,,openalex,openalex:W4386071535,P004,MFO / Modern Fruit Orchards,backward_reference,False,https://doi.org/10.1109/cvpr52729.2023.00297,,"In this paper we present Mask DINO, a unified object detection and segmentation framework. Mask DINO extends DINO (DETR with Improved Denoising Anchor Boxes) by adding a mask prediction branch which supports all image segmentation tasks (instance, panoptic, and semantic). It makes use of the query embeddings from DINO to dot-product a high-resolution pixel embedding map to predict a set of binary masks. Some key components in DINO are extended for segmentation through a shared architecture and training process. Mask DINO is simple, efficient, and scalable, and it can benefit from joint large-scale detection and segmentation datasets. Our experiments show that Mask DINO significantly outperforms all existing specialized segmentation methods, both on a ResNet-50 backbone and a pre-trained model with SwinL backbone. Notably, Mask DINO establishes the best results to date on instance segmentation (54.5 AP on COCO), panoptic segmentation (59.4 PQ on COCO), and semantic segmentation (60.8 mIoU on ADE20K) among models under one billion parameters. Code is available at https://github.com/IDEA-Research/MaskDINO."
278,doi:10.3390/s17092007,Novelty Detection Classifiers in Weed Mapping: Silybum marianum Detection on UAV Multispectral Images,2017,Thomas Alexandridis; Afroditi Alexandra Tamouridou; Xanthoula Eirini Pantazi; Anastasia L. Lagopodi; Javid Kashefi; Georgios Ovakoglou; Vassilios Polychronos; Dimitrios Moshou,Sensors,10.3390/s17092007,,28862663,,openalex,openalex:W2751440609,P007,BAWSeg,backward_reference,True,https://doi.org/10.3390/s17092007,https://www.mdpi.com/1424-8220/17/9/2007/pdf?version=1504580114,"In the present study, the detection and mapping of Silybum marianum (L.) Gaertn. weed using novelty detection classifiers is reported. A multispectral camera (green-red-NIR) on board a fixed wing unmanned aerial vehicle (UAV) was employed for obtaining high-resolution images. Four novelty detection classifiers were used to identify S. marianum between other vegetation in a field. The classifiers were One Class Support Vector Machine (OC-SVM), One Class Self-Organizing Maps (OC-SOM), Autoencoders and One Class Principal Component Analysis (OC-PCA). As input features to the novelty detection classifiers, the three spectral bands and texture were used. The S. marianum identification accuracy using OC-SVM reached an overall accuracy of 96%. The results show the feasibility of effective S. marianum mapping by means of novelty detection classifiers acting on multispectral UAV imagery."
279,doi:10.1109/cvpr52729.2023.00288,Side Adapter Network for Open-Vocabulary Semantic Segmentation,2023,Mengde Xu; Zheng Zhang; Fangyun Wei; Hanping Hu; Xiang Bai,Computer Vision and Pattern Recognition,10.1109/cvpr52729.2023.00288,2302.12242,,,openalex; semantic_scholar,openalex:W4386076397; semantic_scholar:641d7866db6691e22aa36de5c8ba05804233c016,P011,PlantSeg,backward_reference,False,https://www.semanticscholar.org/paper/641d7866db6691e22aa36de5c8ba05804233c016,https://arxiv.org/pdf/2302.12242,"This paper presents a new framework for open-vocabulary semantic segmentation with the pre-trained vision-language model, named Side Adapter Network (SAN). Our approach models the semantic segmentation task as a region recognition problem. A side network is attached to a frozen CLIP model with two branches: one for predicting mask proposals, and the other for predicting attention bias which is applied in the CLIP model to recognize the class of masks. This decoupled design has the benefit CLIP in recognizing the class of mask proposals. Since the attached side network can reuse CLIP features, it can be very light. In addition, the entire network can be trained end-to-end, allowing the side network to be adapted to the frozen CLIP model, which makes the predicted mask proposals CLIP-aware. Our approach is fast, accurate, and only adds a few additional trainable parameters. We evaluate our approach on multiple semantic segmentation benchmarks. Our method significantly outperforms other counterparts, with up to 18 times fewer trainable parameters and 19 times faster inference speed. Fig. 1 shows some visualization results on ImageNet. We hope our approach will serve as a solid baseline and help ease future research in open-vocabulary semantic segmentation."
280,doi:10.1016/j.asoc.2020.106597,Uncertainty quantification for plant disease detection using Bayesian deep learning,2020,Sergio Hernández; Juan Luis López,Applied Soft Computing,10.1016/j.asoc.2020.106597,,,,openalex; semantic_scholar,openalex:W3047646350; semantic_scholar:fc0ebbd41989d8f77b0bb63de242844698a799ff,P010,WeedsGalore,backward_reference,False,https://www.semanticscholar.org/paper/fc0ebbd41989d8f77b0bb63de242844698a799ff,,"Abstract Climate change is having an enormous impact on crop production in Latin America and the Caribbean. This problem not only concerns the volume of crop production but also the quality and safety of the food industry. Several research studies have proposed deep learning for plant disease detection. However, there is little information about the confidence of the prediction on unseen samples. Therefore, uncertainty in models of plant disease detection is required for effective crop management. In particular, uncertainty arising from sample selection bias makes it difficult to scale automatic plant disease detection systems to production. In this paper, we develop a probabilistic programming approach for plant disease detection using state-of-the-art Bayesian deep learning techniques and the uncertainty as a misclassification measurement. The results show that Bayesian inference achieves classification performance that is comparable to the standard optimization procedures for fine-tuning deep learning models. At the same time, the proposed method approximates the posterior density for the plant disease detection problem and quantify the uncertainty of the predictions for out-of-sample instances."
