screening_id,candidate_id,rank,title,decision,decision_confidence,reason_code,reason_note,likely_paper_type,likely_dataset_relationship,named_datasets,agricultural_domain,vision_task,modalities,relevance_yes,relevance_unclear,abstract_available,full_text_available,identity_status,reviewer,model,protocol_version,screened_at,batch_id,source_queue_sha256,supersedes_screening_id,notes
TA_R0271,doi:10.1109/igarss47720.2021.9555143,271,Comparison of Reflectance Calibration Workflows for a UAV-Mounted Multi-Camera Array System,exclude,high,E03_NO_DATASET_RELEVANCE,"Reflectance calibration methods for UAV multispectral camera array; radiometric calibration, not CV dataset",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:52:53Z,B015,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0272,doi:10.1038/s41598-022-17840-6,272,Intelligent yield estimation for tomato crop using SegNet with VGG19 architecture,include,high,I05,"SegNet with VGG19 for tomato fruit detection, localization and counting for yield estimation",method_paper,uses_dataset_experimentally,,tomato;yield_estimation,semantic_segmentation;counting,RGB,semantic_segmentation,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:52:53Z,B015,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0273,doi:10.1109/cvpr.2016.350,273,The Cityscapes Dataset for Semantic Urban Scene Understanding,exclude,high,E03_NO_DATASET_RELEVANCE,"Cityscapes urban scene dataset; general autonomous driving, not agricultural",dataset_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:52:53Z,B015,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0274,doi:10.3389/fpls.2018.01933,274,"Plant Phenotyping Research Trends, a Science Mapping Approach",exclude,high,E03_NO_DATASET_RELEVANCE,Bibliometric science mapping of plant phenotyping research; no CV dataset or method,survey_or_review,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:52:53Z,B015,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0275,doi:10.1109/cvpr46437.2021.01223,275,Prototypical Pseudo Label Denoising and Target Structure Learning for Domain Adaptive Semantic Segmentation,exclude,high,E03_NO_DATASET_RELEVANCE,"Domain adaptive semantic segmentation with prototype denoising; general CV, not agricultural",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:52:53Z,B015,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0276,doi:10.1109/discover62353.2024.10750697,276,SegFormer-Based Approach for Semantic Segmentation of Necrotic Tissues from Histopathology Images,exclude,high,E03_NO_DATASET_RELEVANCE,"SegFormer for necrotic tissue segmentation in histopathology; biomedical, not agricultural",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:52:53Z,B015,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0277,doi:10.1109/cvpr52729.2023.00297,277,Mask DINO: Towards A Unified Transformer-based Framework for Object Detection and Segmentation,exclude,high,E03_NO_DATASET_RELEVANCE,"Mask DINO unified detection/segmentation on COCO/ADE20K; general CV, not agricultural",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:52:53Z,B015,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0278,doi:10.3390/s17092007,278,Novelty Detection Classifiers in Weed Mapping: Silybum marianum Detection on UAV Multispectral Images,include,high,I05,"Novelty detection classifiers (OC-SVM, autoencoders) for Silybum marianum weed mapping on UAV multispectral imagery",method_paper,uses_dataset_experimentally,,weeds;mapping,classification,multispectral;UAV,classification;multispectral;uav;remote_sensing,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:52:53Z,B015,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0279,doi:10.1109/cvpr52729.2023.00288,279,Side Adapter Network for Open-Vocabulary Semantic Segmentation,exclude,high,E03_NO_DATASET_RELEVANCE,"Side Adapter Network for open-vocabulary semantic segmentation with CLIP; general CV, not agricultural",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:52:53Z,B015,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0280,doi:10.1016/j.asoc.2020.106597,280,Uncertainty quantification for plant disease detection using Bayesian deep learning,include,high,I05;I12,Bayesian deep learning for plant disease detection with uncertainty quantification,method_paper,uses_dataset_experimentally,,plant_disease,classification,RGB,classification;uncertainty,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T17:52:53Z,B015,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,Uncertainty quantification in ag-CV context
