rank,candidate_id,title,year,authors,venue,doi,arxiv_id,pmid,pmcid,providers,provider_ids,seed_ids,dataset_names,directions,is_open_access,landing_url,pdf_url,abstract
161,doi:10.1145/3746284,CLIP-GS: CLIP-Informed Gaussian Splatting for View-Consistent 3D Indoor Semantic Understanding,2024,Guibiao Liao; Jiankun Li; Zhenyu Bao; Xiaoqing Ye; Qing Li; Kanglin Liu,ACM Transactions on Multimedia Computing Communications and Applications,10.1145/3746284,2404.14249,,,openalex; semantic_scholar,openalex:W4411712579; semantic_scholar:7688e6dc0fccfb0b69c6b8b9ce8ff44aeed83263,P002,TomatoMAP,backward_reference,False,https://www.semanticscholar.org/paper/7688e6dc0fccfb0b69c6b8b9ce8ff44aeed83263,,"Exploiting 3D Gaussian Splatting (3DGS) with Contrastive Language-Image Pre-Training (CLIP) models for open-vocabulary 3D semantic understanding of indoor scenes has emerged as an attractive research focus. Existing methods typically attach high-dimensional CLIP semantic embeddings to 3D Gaussians and leverage view-inconsistent 2D CLIP semantics as Gaussian supervision, resulting in efficiency bottlenecks and deficient 3D semantic consistency. To address these challenges, we present CLIP-GS, efficiently achieving a coherent semantic understanding of 3D indoor scenes via the proposed Semantic Attribute Compactness (SAC) and 3D Coherent Regularization (3DCR). SAC approach exploits the naturally unified semantics within objects to learn compact, yet effective, semantic Gaussian representations, enabling highly efficient rendering (&gt;100 FPS). 3DCR enforces semantic consistency in 2D and 3D domains: In 2D, 3DCR utilizes refined view-consistent semantic outcomes derived from 3DGS to establish cross-view coherence constraints; in 3D, 3DCR encourages features similar among 3D Gaussian primitives associated with the same object, leading to more precise and coherent segmentation results. Extensive experimental results demonstrate that our method remarkably suppresses existing state-of-the-art approaches, achieving mIoU improvements of 21.20% and 13.05% on ScanNet and Replica datasets, respectively, while maintaining real-time rendering speed. Furthermore, our approach exhibits superior performance even with sparse input data, substantiating its robustness."
162,doi:10.48550/arxiv.2507.12768,AnyPos: Automated Task-Agnostic Actions for Bimanual Manipulation,2025,Hengkai Tan; Yao Feng; Xinyi Mao; Shuhe Huang; Guodong Liu; Zhongkai Hao; Hang Su; Jun Zhu,arXiv.org,10.48550/arxiv.2507.12768,2507.12768,,,semantic_scholar,semantic_scholar:9e28f11c8e673755eeb4eea5403c72067085fcd5,P011,PlantSeg,forward_citation,False,https://www.semanticscholar.org/paper/9e28f11c8e673755eeb4eea5403c72067085fcd5,,"Learning generalizable manipulation policies hinges on data, yet robot manipulation data is scarce and often entangled with specific embodiments, making both cross-task and cross-platform transfer difficult. We tackle this challenge with task-agnostic embodiment modeling, which learns embodiment dynamics directly from task-agnostic action data and decouples them from high-level policy learning. By focusing on exploring all feasible actions of the embodiment to capture what is physically feasible and consistent, task-agnostic data takes the form of independent image-action pairs with the potential to cover the entire embodiment workspace, unlike task-specific data, which is sequential and tied to concrete tasks. This data-driven perspective bypasses the limitations of traditional dynamics-based modeling and enables scalable reuse of action data across different tasks. Building on this principle, we introduce AnyPos, a unified pipeline that integrates large-scale automated task-agnostic exploration with robust embodiment modeling through inverse dynamics learning. AnyPos generates diverse yet safe trajectories at scale, then learns embodiment representations by decoupling arm and end-effector motions and employing a direction-aware decoder to stabilize predictions under distribution shift, which can be seamlessly coupled with diverse high-level policy models. In comparison to the standard baseline, AnyPos achieves a 51% improvement in test accuracy. On manipulation tasks such as operating a microwave, toasting bread, folding clothes, watering plants, and scrubbing plates, AnyPos raises success rates by 30-40% over strong baselines. These results highlight data-driven embodiment modeling as a practical route to overcoming data scarcity and achieving generalization across tasks and platforms in visuomotor control. Project page: https://embodiedfoundation.github.io/vidar_anypos."
163,doi:10.3390/rs17081390,Remote Sensing Image Segmentation Using Vision Mamba and Multi-Scale Multi-Frequency Feature Fusion,2025,Yice Cao; Chenchen Liu; Zhenhua Wu; Lei Zhang; Lixia Yang,Remote Sensing,10.3390/rs17081390,,,,openalex,openalex:W4409409658,P007,BAWSeg,backward_reference,True,https://doi.org/10.3390/rs17081390,https://www.mdpi.com/2072-4292/17/8/1390/pdf?version=1744625806,"Rapid advancements in remote sensing (RS) imaging technology have heightened the demand for the precise and efficient interpretation of large-scale, high-resolution RS images. Although segmentation algorithms based on convolutional neural networks (CNNs) or Transformers have achieved significant performance improvements, the trade-off between segmentation precision and computational complexity remains a key limitation for practical applications. Therefore, this paper proposes CVMH-UNet—a hybrid semantic segmentation network that integrates the Vision Mamba (VMamba) framework with multi-scale feature fusion—to achieve high-precision and relatively efficient RS image segmentation. CVMH-UNet comprises the following two core modules: the hybrid visual state space block (HVSSBlock) and the multi-frequency multi-scale feature fusion block (MFMSBlock). The HVSSBlock integrates convolutional branches to enhance local feature extraction while employing a cross 2D scanning method (CS2D) to capture global information from multiple directions, enabling the synergistic modeling of global and local features. The MFMSBlock introduces multi-frequency information via 2D Discrete Cosine Transform (2D DCT) and extracts multi-scale local details through point-wise convolution, thereby optimizing refined feature fusion in skip connections between the encoder and decoder. Experimental results on benchmark RS datasets demonstrate that CVMH-UNet achieves state-of-the-art segmentation accuracy with optimal computational efficiency, surpassing existing advanced methods."
164,arxiv:260527284,FineVLA: Fine-Grained Instruction Alignment for Steerable Vision-Language-Action Policies,2026,Xintong Hu; Xuhong Huang; Jinyu Zhang; Yutong Yao; Yuchong Sun; Qiuyue Wang; Mingsheng Li; Sicheng Xie; Yitao Liu; Junhao Chen; Yixuan Chen; Yingming Zheng; Shuai Bai; Tao Yu,,,2605.27284,,,semantic_scholar,semantic_scholar:e1144ca4b6d50021d2ae61f6f1aa7172fcdc55fb,P011,PlantSeg,forward_citation,False,https://www.semanticscholar.org/paper/e1144ca4b6d50021d2ae61f6f1aa7172fcdc55fb,,"Vision-Language-Action (VLA) models are increasingly expected to not only complete robot tasks, but also follow human instructions about how those tasks should be executed. However, existing robot datasets usually pair trajectories with coarse goal-level language, leaving execution-critical details such as active arm, approach direction, and contact region unspecified. This limits steerable policy learning and robotic video understanding. We introduce FineVLA, an open framework for action-aligned fine-grained VLA supervision. The framework includes: (1) a data construction tool that unifies 972,247 trajectories across 85K tasks from 10 open-source robot datasets and builds FineVLA-Data, a human-verified dataset of 47,159 fine-grained trajectories; (2) a held-out benchmark with 500 videos, 11,631 atomic facts, and 1,030 VQA questions; (3) a robotics-specialized VLM annotator for scalable fine-grained annotation; and (4) a steerable VLA policy trained with controlled mixtures of fine-grained and raw goal-level instructions. Our experiments yield three findings. First, fine-grained supervision does not sacrifice goal-level success: FG-only improves over Raw-only by +1.4 to +8.1 success-rate points across settings. Second, fine-grained and raw instructions are complementary, following a consistent inverted-U trend peaking at FG:Raw = 1:2 to 1:1. The best mixed setting reaches 86.8%/82.5% in RoboTwin simulation and 62.7/100 in real-world dual-arm manipulation (vs. 49.9 Raw-only). Third, fine-grained supervision improves steerable control: the largest real-world gains appear on pose (+23), color (+18), and approach direction (+18)--factors where goal-level instructions provide no guidance. Overall, fine-grained language should augment goal-level instructions: specifying how to execute alongside what to achieve. Project page: https://finevla.xlang.ai/"
165,doi:10.1111/jipb.70275,Harnessing plant-exuded prebiotics as a next-generation strategy for sustainable agriculture.,2026,Adegboyega Adeniji; Misganaw Wassie; Miilion Paulos Madebo; Gang Liang,Journal of Integrative Plant Biology,10.1111/jipb.70275,,42047389,,openalex; semantic_scholar,openalex:W7158059440; semantic_scholar:c8f41543c5c69b1827d27d6c3e562b01ed6e336d,P001,MuST-C,forward_citation,False,https://www.semanticscholar.org/paper/c8f41543c5c69b1827d27d6c3e562b01ed6e336d,,"Global agriculture urgently needs sustainable strategies to boost crop productivity while reducing environmental impact. Harnessing plant-exuded bioactive metabolites, such as polyphenols, flavonoids, and organic acids, as natural prebiotics offers a powerful yet underexploited avenue for modulating rhizosphere microbiomes. These prebiotics complement existing microbial inoculants by leveraging the plant's own chemistry to selectively recruit beneficial microbes, thereby enhancing disease suppression, nutrient acquisition, and soil health more reliably than introduced consortia, which often fail due to ecological instability. However, translating this promise into practice is hampered by the profound complexity of the soil-root-microbe interface. This review establishes a conceptual framework that positions plant prebiotics as actionable tools for precision microbiome engineering. We summarize the biosynthetic pathways and mechanisms through which these specialized metabolites stimulate specific beneficial microbial functions. Building on this synthesis, we introduce the PRE-DDV pipeline (decode-design-validate), a closed-loop strategy integrating multi-omics profiling, synthetic community design, and iterative field validation. To enable commercial-scale field application, we critically examine key translational considerations: Identifying scalable plant sources (including native flora and agro-industrial byproducts), advancing formulation and precision delivery to ensure stability and targeted release, and assessing the economic feasibility, environmental sustainability, and regulatory frameworks governing industrial-scale production. Together, these contributions position prebiotics within a concrete pathway that bridges biological mechanisms and practical scalability, transforming them from a promising concept into a practical cornerstone of sustainable, climate-resilient agriculture."
166,doi:10.1016/j.array.2025.100412,"Application of artificial intelligence in agri-tech, environmental and biodiversity conservation",2025,Chatrabhuj; Kundan Meshram; Umank Mishra; Upaka Rathnayake,Array,10.1016/j.array.2025.100412,,,,openalex,openalex:W4410220950,P005,Horti-M3-Tomato,backward_reference,True,https://doi.org/10.1016/j.array.2025.100412,,"New agricultural technologies have increased agricultural capacity and efficiency. Artificial intelligence-based methodologies have been widely adopted in agricultural systems, resulting in successes in smart crop management, smart plant breeding, smart livestock farming, precision aquaculture farming, and agricultural robotics. However, machine learning models are limited by their dependence on huge, expensive labelled datasets for training, specialized skills for development and maintenance, and task-specificity, limiting their generalizability. Nevertheless, sustainable agriculture solutions are essential as climate change and population growth increase. Smart agriculture, which uses technology and data analytics, can improve social, economic, and environmental sustainability. This paper presents a comprehensive investigation of smart technologies in agriculture, their impact on sustainability, architectural design, and major variables influencing their adoption based on recent research. We critically analyze smart agriculture to show how it might reduce environmental impact, boost economic growth, and promote social inclusivity. This research highlights the importance of artificial intelligence in agriculture and its domains."
167,doi:10.1109/aimla63829.2025.11040883,Deep Learning-Based Evaluation of Models for Rice and Sorghum Weed Classification Using the MFWD Dataset,2025,A. Manoj; Aiswarya S. Kumar,2025 3rd International Conference on Artificial Intelligence and Machine Learning Applications Theme: Healthcare and Internet of Things (AIMLA),10.1109/aimla63829.2025.11040883,,,,semantic_scholar,semantic_scholar:3d0f592b821f73e91fd55a3b249372cd0a4a25ab,P012,MFWD,forward_citation,False,https://www.semanticscholar.org/paper/3d0f592b821f73e91fd55a3b249372cd0a4a25ab,,
168,doi:10.3390/agriculture15161723,U-MoEMamba: A Hybrid Expert Segmentation Model for Cabbage Heads in Complex UAV Low-Altitude Remote Sensing Scenarios,2025,Rui Li; Xue Ding; Shuangyun Peng; Fapeng Cai,Agriculture,10.3390/agriculture15161723,,,,openalex,openalex:W4413207584,P007,BAWSeg,backward_reference,True,https://doi.org/10.3390/agriculture15161723,,"To address the challenges of missed and incorrect segmentation in cabbage head detection under complex field conditions using UAV-based low-altitude remote sensing, this study proposes U-MoEMamba, an innovative dynamic state-space framework with a mixture-of-experts (MoE) collaborative segmentation network. The network constructs a dynamic multi-scale expert architecture, integrating three expert paradigms—multi-scale convolution, attention mechanisms, and Mamba pathways—for efficient and accurate segmentation. First, we design the MambaMoEFusion module, a collaborative expert fusion block that employs a lightweight gating network to dynamically integrate outputs from different experts, enabling adaptive selection and optimal feature aggregation. Second, we propose an MSCrossDualAttention module as an attention expert branch, leveraging a dual-path interactive attention mechanism to jointly extract shallow details and deep semantic information, effectively capturing the contextual features of cabbages. Third, the VSSBlock is incorporated as an expert pathway to model long-range dependencies via visual state-space representation. Evaluation on datasets of different cabbage growth stages shows that U-MoEMamba achieves an mIoU of 89.51% on the early-heading dataset, outperforming SegMamba and EfficientPyramidMamba by 3.91% and 1.4%, respectively. On the compact heading dataset, it reaches 91.88%, with improvements of 2.41% and 1.65%. This study provides a novel paradigm for intelligent monitoring of open-field crops."
169,doi:10.5073/20220124-075254,Better-Weeds – Next generation weed management,2022,"von Redwitz, Christoph; Kämpfer, Christoph; Hodac, Ladislav; Mäder, Patrick; Pflanz, Michael; Milz, Stfan; Rüdiger, Tobias; Schatke, Mona; Ulber, Lena; Wäldchen, Jana",DOAJ (DOAJ: Directory of Open Access Journals),10.5073/20220124-075254,,,,openalex,openalex:W6967431200,P012,MFWD,backward_reference,True,https://doaj.org/article/149aea9be0f2495f8d57e8a4f6ee4afe,,"Digitalisation in agriculture is currently expanding very rapidly. Digital field maps, geo-referenced machine movements, and a vast set of sensors on different platforms are already utilised on arable farms and even robotic field management is tested under practical field conditions. Digitalisation and artificial intelligence enable more effective and precise weed management through automated weed recognition. Sensor-based recognition systems automatically differentiate between weed and crop plants allowing for selective and site-specific weed control measures. By reducing herbicide inputs, site-specific herbicide application can mitigate negative impacts on the environment and reduce production costs. With support from the Federal Ministry of Food and Agriculture (BMEL), the project “Better-Weeds” uses the technical possibilities of GIS-based imagery from unmanned aerial vehicles (UAV) and artificial intelligence (AI)-driven plant recognition on arable fields. The novel and innovative part of the project is a knowledge-based merging process. It combines the location data on the spatial distribution of different weed species with biological and ecological weed traits, as well as soil and climatic data to create extensive field maps. In addition, farm-specific agronomic conditions such as the crop rotation on the respective field and available weed control technology are considered. Together, this combined information is used to create a site-specific weed management plan for a given arable field taking into account weed control thresholds and the competitive ability and ecological benefits (e.g. habitat for beneficial insects) of the present weed species. The application of the generated management plan forms a step towards reducing reduce herbicide applications and increasing in-field weed diversity."
170,doi:10.48550/arxiv.2510.09653,"Ultralytics YOLO Evolution: An Overview of YOLO26, YOLO11, YOLOv8 and YOLOv5 Object Detectors for Computer Vision and Pattern Recognition",2025,Ranjan Sapkota; Manoj Karkee,arXiv.org,10.48550/arxiv.2510.09653,2510.09653,,,semantic_scholar,semantic_scholar:b3aa2c80b41f7b74f16f1f612dbe3b89704daa04,P008,SoyCotton,backward_reference,False,https://www.semanticscholar.org/paper/b3aa2c80b41f7b74f16f1f612dbe3b89704daa04,,"This paper presents a comprehensive overview of the Ultralytics YOLO(You Only Look Once) family of object detectors, focusing the architectural evolution, benchmarking, deployment perspectives, and future challenges. The review begins with the most recent release, YOLO26 (or YOLOv26), which introduces key innovations including Distribution Focal Loss (DFL) removal, native NMS-free inference, Progressive Loss Balancing (ProgLoss), Small-Target-Aware Label Assignment (STAL), and the MuSGD optimizer for stable training. The progression is then traced through YOLO11, with its hybrid task assignment and efficiency-focused modules; YOLOv8, which advanced with a decoupled detection head and anchor-free predictions; and YOLOv5, which established the modular PyTorch foundation that enabled modern YOLO development. Benchmarking on the MS COCO dataset provides a detailed quantitative comparison of YOLOv5, YOLOv8, YOLO11, and YOLO26 (YOLOv26), alongside cross-comparisons with YOLOv12, YOLOv13, RT-DETR, and DEIM(DETR with Improved Matching). Metrics including precision, recall, F1 score, mean Average Precision, and inference speed are analyzed to highlight trade-offs between accuracy and efficiency. Deployment and application perspectives are further discussed, covering export formats, quantization strategies, and real-world use in robotics, agriculture, surveillance, and manufacturing. Finally, the paper identifies challenges and future directions, including dense-scene limitations, hybrid CNN-Transformer integration, open-vocabulary detection, and edge-aware training approaches. (Object Detection, YOLOv26, YOLO)"
