screening_id,candidate_id,rank,title,decision,decision_confidence,reason_code,reason_note,likely_paper_type,likely_dataset_relationship,named_datasets,agricultural_domain,vision_task,modalities,relevance_yes,relevance_unclear,abstract_available,full_text_available,identity_status,reviewer,model,protocol_version,screened_at,batch_id,source_queue_sha256,supersedes_screening_id,notes
TA_R0421,doi:10.13031/2013.27838,421,"Color indices for weed identification under various soil, residue, and lighting conditions",include,high,I05,"Color indices for weed identification under varied soil, residue and lighting",method_paper,uses_dataset_experimentally,,weeds,classification,RGB,classification,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:03:31Z,B023,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0422,titleyear:annotated 3d point cloud dataset of broad leaf legumes captured by high throughput phenotyping platform:,422,Annotated 3D Point Cloud Dataset of Broad-Leaf Legumes Captured by High-Throughput Phenotyping Platform,include,high,I01,Annotated 3D point cloud dataset of broad-leaf legumes from high-throughput phenotyping,dataset_paper,introduces_dataset,,legumes;phenotyping,semantic_segmentation,lidar_or_point_cloud;3d,semantic_segmentation;phenotyping;lidar_or_point_cloud;3d_vision,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:03:31Z,B023,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0423,doi:10.3390/s18103576,423,Automatic Leaf Segmentation for Estimating Leaf Area and Leaf Inclination Angle in 3D Plant Images,include,high,I05;I06,Automatic 3D leaf segmentation for leaf area and inclination angle estimation using voxel-based methods,method_paper,uses_dataset_experimentally,,plants;phenotyping,semantic_segmentation,lidar_or_point_cloud;3d,semantic_segmentation;phenotyping;lidar_or_point_cloud;3d_vision,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:03:31Z,B023,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0424,doi:10.1016/j.compag.2021.106150,424,"Apple, peach, and pear flower detection using semantic segmentation network and shape constraint level set",include,high,I05,"Apple, peach and pear flower detection using semantic segmentation and shape constraint level set",method_paper,uses_dataset_experimentally,,orchard;tree_fruits,semantic_segmentation,RGB,semantic_segmentation,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:03:31Z,B023,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0425,doi:10.1029/2020wr028095,425,Evaluating the Potential and Challenges of an Uncertainty Quantification Method for Long Short‐Term Memory Models for Soil Moisture Predictions,exclude,high,E03_NO_DATASET_RELEVANCE,"Uncertainty quantification for LSTM soil moisture prediction; hydrology, no CV",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:03:31Z,B023,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0426,doi:10.1007/s11240-014-0664-4,426,Tomato (Solanum lycopersicum L.) in the service of biotechnology,exclude,high,E03_NO_DATASET_RELEVANCE,"Review of tomato biotechnology; molecular biology, no CV",survey_or_review,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:03:31Z,B023,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0427,doi:10.1007/s00530-023-01158-y,427,“Tomato-Village”: a dataset for end-to-end tomato disease detection in a real-world environment,include,high,I01,Introduces Tomato-Village dataset for end-to-end tomato disease detection in real-world environments,dataset_paper,introduces_dataset,Tomato-Village,tomato;plant_disease,object_detection,RGB,object_detection,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:03:31Z,B023,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0428,doi:10.17485/ijst/v17i2.1821,428,"Effect of Vermicompost and Organic Fertilizer on Improved Growth, Productivity and Quality of Tomato (Solanum lycopersicum ) Plant",exclude,high,E03_NO_DATASET_RELEVANCE,"Vermicompost effect on tomato growth and yield; agronomy, no CV",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:03:31Z,B023,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0429,doi:10.4060/cc9205en,429,Agricultural production statistics 2000–2022,exclude,high,E03_NO_DATASET_RELEVANCE,"FAO agricultural production statistics; data report, no CV",survey_or_review,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:03:31Z,B023,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0430,doi:10.3390/s21248241,430,Voxelisation Algorithms and Data Structures: A Review,exclude,high,E03_NO_DATASET_RELEVANCE,"Review of voxelisation algorithms and data structures; general graphics, not agricultural",survey_or_review,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T18:03:31Z,B023,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
