rank,candidate_id,title,year,authors,venue,doi,arxiv_id,pmid,pmcid,providers,provider_ids,seed_ids,dataset_names,directions,is_open_access,landing_url,pdf_url,abstract
461,doi:10.17632/369cky7n39.1,Tomato leaf image dataset,2020,Kai Tian,Data Archiving and Networked Services (DANS),10.17632/369cky7n39.1,,,,openalex; semantic_scholar,openalex:W3003740359; semantic_scholar:0a23027e3fdc664ba54cdf2a08cd4c7b7c40fcfe,P002,TomatoMAP,backward_reference,False,https://www.semanticscholar.org/paper/0a23027e3fdc664ba54cdf2a08cd4c7b7c40fcfe,,This dataset included two kinds of tomato diseased leaf images and healthy tomato leaf images.
462,titleyear:p4 multispectral image processing guide:2020,P4 Multispectral Image Processing Guide,2020,,Version,,,,,semantic_scholar,,P010,WeedsGalore,backward_reference,,,,
463,titleyear:tomato multi angle multi pose dataset for fine grained phenotyping:,Tomato Multi-Angle Multi-Pose Dataset for Fine-Grained Phenotyping,,,eIDAL,,,,,semantic_scholar,,P002,TomatoMAP,backward_reference,,,,
464,doi:10.3390/plants10081720,Comparison of Drought and Heat Resistance Strategies among Six Populations of Solanum chilense and Two Cultivars of Solanum lycopersicum,2021,Rémi Blanchard-Gros; Servane Bigot; Juan-Pablo Martı̀nez; Stanley Lutts; Gea Guerriero; Muriel Quinet,Plants,10.3390/plants10081720,,34451764,8398976,openalex; semantic_scholar,openalex:W3195234843; semantic_scholar:7273b63092863ca4ad5ea07afb96795efe17e14e,P002,TomatoMAP,backward_reference,True,https://www.semanticscholar.org/paper/7273b63092863ca4ad5ea07afb96795efe17e14e,https://www.mdpi.com/2223-7747/10/8/1720/pdf?version=1629450287,"Within the tomato clade, Solanum chilense is considered one of the most promising sources of genes for tomato (S. lycopersicum) selection to biotic and abiotic stresses. In this study, we compared the effects of drought, high temperature, and their combination in two cultivars of S. lycopersicum and six populations of S. chilense, differing in their local habitat. Plants were grown at 21/19 °C or 28/26 °C under well-watered and water-stressed conditions. Plant growth, physiological responses, and expression of stress-responsive genes were investigated. Our results demonstrated strong variability among accessions. Differences in plant growth parameters were even higher among S. chilense populations than between species. The effects of water stress, high temperature, and their combination also differed according to the accession, suggesting differences in stress resistance between species and populations. Overall, water stress affected plants more negatively than temperature from a morpho-physiological point of view, while the expression of stress-responsive genes was more affected by temperature than by water stress. Accessions clustered in two groups regarding resistance to water stress and high temperature. The sensitive group included the S. lycopersicum cultivars and the S. chilense populations LA2931 and LA1930, and the resistant group included the S. chilense populations LA1958, LA2880, LA2765, and LA4107. Our results suggested that resistance traits were not particularly related to the environmental conditions in the natural habitat of the populations. The expression of stress-responsive genes was more stable in resistant accessions than in sensitive ones in response to water stress and high temperature. Altogether, our results suggest that water stress and high temperature resistance in S. chilense did not depend on single traits but on a combination of morphological, physiological, and genetic traits."
465,doi:10.1007/978-3-030-58548-8_31,MTI-Net: Multi-scale task interactions networks for multi-task learning,2020,Simon Vandenhende; Stamatios Georgoulis; Luc Van Gool,Lirias,10.1007/978-3-030-58548-8_31,,,,openalex,openalex:W3097571420,P004,MFO / Modern Fruit Orchards,backward_reference,True,https://lirias.kuleuven.be/bitstream/123456789/659707/3/4522_final.pdf,,
466,doi:10.1016/j.fcr.2012.06.001,"Seed distance in relation to row distance: Effect on grain yield and weed biomass in organically grown winter wheat, spring wheat and spring oats",2012,Ullalena Boström; Lars Eric Anderson; Ann-Charlotte Wallenhammar,Field Crops Research,10.1016/j.fcr.2012.06.001,,,,openalex; semantic_scholar,openalex:W2087877474; semantic_scholar:d8865210e8a525d1ce8b4a3adadbc384606a05e7,P010,WeedsGalore,backward_reference,False,https://www.semanticscholar.org/paper/d8865210e8a525d1ce8b4a3adadbc384606a05e7,,
467,doi:10.1007/s00122-018-3094-6,Quantitative trait loci (QTLs) for water use and crop production traits co-locate with major QTL for tolerance to water deficit in a fine-mapping population of pearl millet (Pennisetum glaucum L. R.Br.),2018,Murugesan Tharanya; Jana Kholová; Kaliamoorthy Sivasakthi; Deepmala Seghal; C. Tom Hash; B Dhana Raj; Rakesh K. Srivastava; Rekha Baddam; Thiyagarajan Thirunalasundari; R. S. Yadav; Vincent Vadez,Theoretical and Applied Genetics,10.1007/s00122-018-3094-6,,29679097,,openalex; semantic_scholar,openalex:W2800507217; semantic_scholar:42c7d9607fda1fff63b12606db2e2ce71dfd263e,P006,Annotated 3D Point Cloud Dataset of Broad-Leaf Legumes,backward_reference,True,https://www.semanticscholar.org/paper/42c7d9607fda1fff63b12606db2e2ce71dfd263e,http://pure.aber.ac.uk/ws/files/26109378/HRC_Manuscript_draft_4_DS_edits.pdf,
468,doi:10.1104/pp.114.248971,Automated Recovery of Three-Dimensional Models of Plant Shoots from Multiple Color Images1[C][W][OPEN],2014,Michael P. Pound; Andrew P. French; Erik H. Murchie; Tony Pridmore,Plant Physiology,10.1104/pp.114.248971,,25332504,,openalex; semantic_scholar,openalex:W1976478513; semantic_scholar:a4807057c36fc57cf2c13f2ec7e2f54486a06e66,P013,TomatoPGT ecosystem,backward_reference,True,https://www.semanticscholar.org/paper/a4807057c36fc57cf2c13f2ec7e2f54486a06e66,https://doi.org/10.1104/pp.114.248971,"A fully automatic approach to 3D plant shoot reconstruction uses multiple images taken with a single camera. Increased adoption of the systems approach to biological research has focused attention on the use of quantitative models of biological objects. This includes a need for realistic three-dimensional (3D) representations of plant shoots for quantification and modeling. Previous limitations in single-view or multiple-view stereo algorithms have led to a reliance on volumetric methods or expensive hardware to record plant structure. We present a fully automatic approach to image-based 3D plant reconstruction that can be achieved using a single low-cost camera. The reconstructed plants are represented as a series of small planar sections that together model the more complex architecture of the leaf surfaces. The boundary of each leaf patch is refined using the level-set method, optimizing the model based on image information, curvature constraints, and the position of neighboring surfaces. The reconstruction process makes few assumptions about the nature of the plant material being reconstructed and, as such, is applicable to a wide variety of plant species and topologies and can be extended to canopy-scale imaging. We demonstrate the effectiveness of our approach on data sets of wheat (Triticum aestivum) and rice (Oryza sativa) plants as well as a unique virtual data set that allows us to compute quantitative measures of reconstruction accuracy. The output is a 3D mesh structure that is suitable for modeling applications in a format that can be imported in the majority of 3D graphics and software packages."
469,doi:10.1071/fp08081,MAppleT: simulation of apple tree development using mixed stochastic and biomechanical models,2008,Evelyne Costes; C. Ray Smith; Michael Renton; Yann Guédon; Przemyslaw Prusinkiewicz; Christophe Godin,Functional Plant Biology,10.1071/fp08081,,32688844,,openalex,openalex:W1975350739,P004,MFO / Modern Fruit Orchards,backward_reference,True,https://doi.org/10.1071/fp08081,https://research-repository.uwa.edu.au/en/publications/c5f87ac9-2043-4ec0-98af-099fd97c858f,"Construction of tree architectural databases over years is time consuming and cannot easily capture event dynamics, especially when both tree topology and geometry are considered. The present project aimed to bring together models of topology and geometry in a single simulation such that the architecture of an apple tree may emerge from process interactions. This integration was performed using L-systems. A mixed approach was developed based on stochastic models to simulate plant topology and mechanistic model for the geometry. The succession of growth units (GUs) along axes and their branching structure were jointly modelled by a hierarchical hidden Markov model. A biomechanical model, derived from previous studies, was used to calculate stem form at the metamer scale, taking into account the intra-year dynamics of primary, secondary and fruit growth. Outputs consist of 3-D mock-ups - geometric models representing the progression of tree form over time. To asses these models, a sensitivity analysis was performed and descriptors were compared between simulated and digitised trees, including the total number of GUs in the entire tree, descriptors of shoot geometry (basal diameter, length), and descriptors of axis geometry (inclination, curvature). In conclusion, despite some limitations, MAppleT constitutes a useful tool for simulating development of apple trees in interaction with gravity."
470,doi:10.3389/fpls.2012.00076,L-Py: An L-System Simulation Framework for Modeling Plant Architecture Development Based on a Dynamic Language,2012,Frédéric Boudon; Christophe Pradal; Thomas Cokelaer; Przemysław Prusinkiewicz; Christophe Godin,Frontiers in Plant Science,10.3389/fpls.2012.00076,,22670147,,openalex,openalex:W1974837692,P004,MFO / Modern Fruit Orchards,backward_reference,True,https://doi.org/10.3389/fpls.2012.00076,https://www.frontiersin.org/articles/10.3389/fpls.2012.00076/pdf,"The study of plant development requires increasingly powerful modeling tools to help understand and simulate the growth and functioning of plants. In the last decade, the formalism of L-systems has emerged as a major paradigm for modeling plant development. Previous implementations of this formalism were made based on static languages, i.e., languages that require explicit definition of variable types before using them. These languages are often efficient but involve quite a lot of syntactic overhead, thus restricting the flexibility of use for modelers. In this work, we present an adaptation of L-systems to the Python language, a popular and powerful open-license dynamic language. We show that the use of dynamic language properties makes it possible to enhance the development of plant growth models: (i) by keeping a simple syntax while allowing for high-level programming constructs, (ii) by making code execution easy and avoiding compilation overhead, (iii) by allowing a high-level of model reusability and the building of complex modular models, and (iv) by providing powerful solutions to integrate MTG data-structures (that are a common way to represent plants at several scales) into L-systems and thus enabling to use a wide spectrum of computer tools based on MTGs developed for plant architecture. We then illustrate the use of L-Py in real applications to build complex models or to teach plant modeling in the classroom."
