screening_id,candidate_id,rank,title,decision,decision_confidence,reason_code,reason_note,likely_paper_type,likely_dataset_relationship,named_datasets,agricultural_domain,vision_task,modalities,relevance_yes,relevance_unclear,abstract_available,full_text_available,identity_status,reviewer,model,protocol_version,screened_at,batch_id,source_queue_sha256,supersedes_screening_id,notes
TA_R0401,doi:10.1007/978-3-031-58174-8_15,401,Segmentation and Labeling of Vertebra Using SegFormer Architecture,,,,,,,,,,,,,no,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0402,doi:10.1109/tpami.2023.3237740,402,SePiCo: Semantic-Guided Pixel Contrast for Domain Adaptive Semantic Segmentation,,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0403,doi:10.1613/jair.1.13188,403,Multiobjective Tree-Structured Parzen Estimator,,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0404,doi:10.1016/j.compag.2020.105277,404,Deep learning based segmentation for automated training of apple trees on trellis wires,,,,,,,,,,,,,no,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0405,doi:10.1016/j.compag.2024.109201,405,Artificial intelligence assisted tomato plant monitoring system - An experimental approach based on universal multi-branch general-purpose convolutional neural network,,,,,,,,,,,,,no,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0406,doi:10.3390/s22072456,406,"An Automated, Clip-Type, Small Internet of Things Camera-Based Tomato Flower and Fruit Monitoring and Harvest Prediction System",,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0407,doi:10.1111/tpj.12616,407,Exploring genetic variation in the tomato (<i>Solanum</i> section <i>Lycopersicon</i>) clade by whole‐genome sequencing,,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0408,titleyear:last straw lincoln s annotated spatio temporal strawberry dataset:2025,408,LAST-Straw: Lincoln’s Annotated Spatio-Temporal Strawberry Dataset,,,,,,,,,,,,,no,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0409,titleyear:instance segmentation dataset:2020,409,: Instance segmentation dataset,,,,,,,,,,,,,no,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0410,doi:10.1109/cvprw50498.2020.00203,410,CSPNet: A New Backbone that can Enhance Learning Capability of CNN,,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0411,arxiv:190511946,411,EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks,,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0412,doi:10.1109/cvpr42600.2020.00982,412,PointRend: Image Segmentation As Rendering,,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0413,doi:10.1109/cvpr.2018.00745,413,Squeeze-and-Excitation Networks,,,,,,,,,,,,,yes,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0414,doi:10.1007/978-3-030-00889-5_1,414,UNet++: A Nested U-Net Architecture for Medical Image Segmentation,,,,,,,,,,,,,no,unknown,confirmed,opencode_ai,,AI_SCREENING_V1,,B022,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
