screening_id,candidate_id,rank,title,decision,decision_confidence,reason_code,reason_note,likely_paper_type,likely_dataset_relationship,named_datasets,agricultural_domain,vision_task,modalities,relevance_yes,relevance_unclear,abstract_available,full_text_available,identity_status,reviewer,model,protocol_version,screened_at,batch_id,source_queue_sha256,supersedes_screening_id,notes
TA_R0141,doi:10.48550/arxiv.2510.23763,141,RoboOmni: Proactive Robot Manipulation in Omni-modal Context,exclude,high,E03_NO_DATASET_RELEVANCE,Omni-modal robot manipulation with VLA/LLM; no agricultural CV focus,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0142,doi:10.1007/978-3-031-20056-4_22,142,HRDA: Context-Aware High-Resolution Domain-Adaptive Semantic Segmentation,exclude,high,E03_NO_DATASET_RELEVANCE,General high-resolution domain-adaptive semantic segmentation (Cityscapes); not agricultural,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0143,doi:10.1109/cvpr42600.2020.01262,143,xMUDA: Cross-Modal Unsupervised Domain Adaptation for 3D Semantic Segmentation,exclude,high,E03_NO_DATASET_RELEVANCE,Cross-modal UDA for 3D semantic segmentation (autonomous driving); not agricultural,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0144,doi:10.5281/zenodo.17217565,144,2023-2025 Tomato dataset,include,medium,I01,2023-2025 Tomato dataset on Zenodo; raw multi-year tomato phenotyping data from Horti-M3-Tomato ecosystem,dataset_paper,introduces_dataset,Tomato_2023-2025,tomato;phenotyping,phenotyping,RGB;multimodal,phenotyping,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0145,doi:10.6084/m9.figshare.29222462,145,AgriVision: A Benchmark Dataset for Advancing Real-World Robotic Vision in Densely Fruited Blueberry Crop,include,high,I01,"AgriVision benchmark dataset for blueberry crop: 1195 annotated images, 141K video frames, 10K synthetic images (Figshare 2025)",dataset_paper,introduces_dataset,AgriVision_Blueberry,blueberry;fruit,instance_segmentation;object_detection,RGB,instance_segmentation;object_detection,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0146,doi:10.1145/3581783.3611708,146,PiPa: Pixel- and Patch-wise Self-supervised Learning for Domain Adaptative Semantic Segmentation,exclude,high,E03_NO_DATASET_RELEVANCE,Pixel- and patch-wise self-supervised learning for domain adaptive segmentation (GTA->Cityscapes); not agricultural,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0147,doi:10.1016/j.aiia.2024.07.001,147,Comparing YOLOv8 and Mask R-CNN for instance segmentation in complex orchard environments,include,high,I05,"Comparison of YOLOv8 vs Mask R-CNN for instance segmentation of apple branches, trunks, and green fruitlets in orchard environments",method_paper,uses_dataset_experimentally,,apple;orchards,instance_segmentation,RGB,instance_segmentation,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0148,doi:10.1145/3696409.3700293,148,Snap and Diagnose: An Advanced Multimodal Retrieval System for Identifying Plant Diseases in the Wild,include,high,I01;I05,"Multimodal plant disease retrieval system using CLIP on PlantWild dataset (18K images, 89 categories); cross-modal image/text search",method_paper,introduces_dataset,PlantWild,plant_diseases,classification;retrieval,RGB;text;multimodal,classification;multimodal,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0149,doi:10.34133/plantphenomics.0080,149,Eff-3DPSeg: 3D Organ-Level Plant Shoot Segmentation Using Annotation-Efficient Deep Learning,include,high,I05;I06,Eff-3DPSeg: weakly supervised 3D organ-level plant shoot segmentation from point clouds; soybean phenotyping with 0.5% annotation,method_paper,uses_dataset_experimentally,,soybean;phenotyping,semantic_segmentation;instance_segmentation;3d_segmentation,3D;point_cloud,semantic_segmentation;instance_segmentation;phenotyping;3d_vision;lidar_or_point_cloud,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0150,doi:10.1016/j.compag.2022.107091,150,Performance Evaluation of Deep Transfer Learning on Multiclass Identification of Common Weed Species in Cotton Production Systems,include,high,I01;I05,Deep transfer learning for 15-class weed identification in cotton; introduces 5187-image weed dataset; benchmarks 27 models,method_paper,introduces_dataset,Cotton_Weed_15,cotton;weeds,classification,RGB,classification,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0151,doi:10.1109/wacv56688.2023.00236,151,Cross-task Attention Mechanism for Dense Multi-task Learning,exclude,high,E03_NO_DATASET_RELEVANCE,Cross-task attention for dense multi-task learning (seg+depth+normals); not agricultural,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0152,doi:10.1109/access.2020.2991354,152,Semantic Segmentation of Crop and Weed using an Encoder-Decoder Network and Image Enhancement Method under Uncontrolled Outdoor Illumination,include,high,I05,Encoder-decoder semantic segmentation of crop/weed with NIR and image enhancement for robustness under uncontrolled illumination,method_paper,uses_dataset_experimentally,,crops;weeds,semantic_segmentation,RGB;NIR;multispectral,semantic_segmentation;multispectral;corrupted_input,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0153,doi:10.1016/j.mex.2025.103169,153,Modification of an automated precision farming robot for high temporal resolution measurement of leaf angle dynamics using stereo vision,include,medium,I06,Modified precision farming robot with stereo vision for high-frequency leaf angle measurement and 3D point cloud acquisition,method_paper,uses_dataset_experimentally,,phenotyping;general_agriculture,3D_reconstruction;phenotyping,RGB;stereo;3D,phenotyping;3d_vision;depth_or_rgbd,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0154,doi:10.1007/s11119-024-10202-4,154,Structural wheat trait estimation using UAV-based laser scanning data: Analysis of critical aspects and recommendations based on a case study,exclude,high,E03_NO_DATASET_RELEVANCE,"UAV LiDAR for wheat crop height and PAI estimation; remote sensing, no CV dataset or method",method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0155,doi:10.3389/fpls.2024.1439086,155,NeRF-based 3D reconstruction pipeline for acquisition and analysis of tomato crop morphology,include,high,I05;I06,NeRF-based 3D reconstruction pipeline for tomato crop morphology phenotyping from greenhouse robot imagery,method_paper,uses_dataset_experimentally,,tomato;phenotyping,3D_reconstruction;phenotyping;semantic_segmentation,RGB;3D,phenotyping;3d_vision;depth_or_rgbd,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0156,doi:10.1109/wacv57701.2024.00693,156,Towards Accurate Disease Segmentation in Plant Images: A Comprehensive Dataset Creation and Network Evaluation,include,high,I01;I05,1000-image Northern Leaf Blight disease segmentation dataset; Mask R-CNN/Cascaded Mask R-CNN evaluation (WACVW 2024),dataset_paper,introduces_dataset,NLB_Maize,maize;disease_detection,instance_segmentation;semantic_segmentation,RGB,instance_segmentation;semantic_segmentation,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0157,doi:10.3389/fpls.2026.1779398,157,Digital morphological data can generate accurate pre-emergence herbicide dose-response curves in Chenopodium album L,exclude,high,E03_NO_DATASET_RELEVANCE,Digital phenotyping for herbicide dose-response curves; no CV dataset or method,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0158,doi:10.1109/icpics66386.2025.11347300,158,Research on Automatic Detection Algorithm of Plant Invasion Based on Computer Vision,include,high,I05,Re-YOLO for automatic detection of invasive plant species from images; improved feature extraction and attention mechanism,method_paper,uses_dataset_experimentally,,invasive_plants;general_agriculture,object_detection,RGB,object_detection,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0159,doi:10.3390/rs10020285,159,An Automatic Random Forest-OBIA Algorithm for Early Weed Mapping between and within Crop Rows Using UAV Imagery,include,high,I05,Automatic RF-OBIA algorithm for early weed mapping between/within crop rows using UAV imagery; prescription map generation,method_paper,uses_dataset_experimentally,,weeds,semantic_segmentation;mapping,RGB;UAV,semantic_segmentation;uav,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
TA_R0160,arxiv:181112709,160,Evaluating Bayesian Deep Learning Methods for Semantic Segmentation,exclude,high,E03_NO_DATASET_RELEVANCE,Bayesian deep learning evaluation for semantic segmentation (Cityscapes); not agricultural,method_paper,does_not_use_dataset,,,,,,,yes,unknown,confirmed,opencode_ai,deepseek-v4-flash-free,AI_SCREENING_V1,2026-07-22T19:00:00Z,B008,feb7c8a80978b97f3bdcffd7291708e8ac5282301ce06c793247227bc43712be,,
